aX,aY,aZ,gX,gY,gZ
-0.137,1.646,0.395,54.016,20.935,154.114
-0.055,1.684,0.326,32.898,6.775,131.836
-0.022,1.673,0.364,8.240,-0.183,101.440
-0.022,1.590,0.443,-14.404,0.305,71.228
-0.032,1.440,0.530,-36.255,7.751,43.884
-0.340,-0.814,1.544,-157.776,5.127,-18.066
-0.252,-0.740,1.585,-130.066,10.986,9.705
-0.140,-0.613,1.578,-83.679,11.597,28.625
-0.072,-0.470,1.487,-29.602,5.920,35.156
-0.046,-0.297,1.359,16.907,0.488,32.288
-0.061,-0.115,1.225,49.194,0.671,29.724
-0.098,0.061,1.102,66.650,9.216,30.884
-0.118,0.222,0.984,71.777,20.569,35.217
-0.099,0.366,0.880,67.688,32.349,41.504
-0.072,0.491,0.817,59.692,38.696,45.898
-0.063,0.598,0.779,50.598,37.292,48.035
-0.038,0.693,0.751,43.335,32.104,49.377
0.020,0.751,0.736,38.086,24.902,48.584
0.075,0.755,0.736,32.837,16.602,45.105
0.119,0.717,0.755,25.513,7.874,37.903
0.129,0.632,0.797,15.747,2.319,29.724
0.126,0.532,0.839,4.639,1.343,23.437
0.110,0.429,0.884,-4.578,5.066,18.738
0.061,0.355,0.908,-9.888,7.385,15.381
0.038,0.306,0.926,-8.545,10.071,13.428
0.023,0.288,0.923,-1.648,10.803,11.597
0.022,0.314,0.902,8.484,8.911,8.301
0.013,0.339,0.883,18.799,6.897,4.700
-0.013,0.354,0.870,25.024,3.967,2.319
-0.004,0.367,0.842,25.940,3.357,3.479
0.011,0.366,0.814,22.522,2.380,5.188
0.008,0.362,0.819,16.357,-0.549,4.761
-0.030,0.363,0.839,11.108,0.610,3.235
-0.043,0.346,0.859,6.104,-1.831,4.333
-0.049,0.335,0.880,3.662,1.221,7.874
-0.036,0.335,0.891,2.869,-2.441,11.108
-0.007,0.339,0.910,4.822,-1.953,12.878
-0.003,0.351,0.925,6.897,-4.211,12.451
-0.006,0.369,0.923,10.620,-2.502,12.451
0.013,0.388,0.909,14.771,-0.122,12.695
0.019,0.412,0.891,17.700,0.549,11.658
0.025,0.424,0.867,19.348,0.549,9.705
0.026,0.430,0.847,18.005,0.488,7.507
0.013,0.456,0.838,13.550,0.671,4.700
0.006,0.468,0.825,7.874,2.197,1.648
-0.006,0.466,0.833,1.587,3.174,-1.343
-0.030,0.453,0.856,-4.272,1.892,-3.845
-0.043,0.417,0.874,-8.728,1.709,-3.845
-0.036,0.371,0.888,-10.925,1.892,-1.160
-0.038,0.328,0.909,-10.620,1.221,1.526
-0.051,0.312,0.916,-7.263,-0.305,3.662
-0.047,0.313,0.918,-1.526,-0.732,6.042
-0.037,0.322,0.907,4.333,-1.099,8.057
-0.027,0.336,0.898,8.484,-2.441,9.155
-0.011,0.350,0.888,9.583,-2.258,9.583
-0.007,0.368,0.882,7.385,-1.648,8.789
-0.004,0.385,0.874,3.113,-0.305,7.996
-0.009,0.403,0.876,-1.709,1.343,6.775
-0.029,0.410,0.889,-5.798,2.747,5.798
-0.032,0.413,0.903,-7.263,3.235,6.042
-0.028,0.418,0.914,-5.676,2.930,7.324
-0.009,0.406,0.915,-0.549,1.648,8.118
-0.006,0.404,0.905,6.104,0.732,7.446
-0.006,0.420,0.890,11.841,0.061,5.676
-0.012,0.419,0.871,15.015,-0.122,4.150
-0.015,0.411,0.855,14.038,0.305,3.784
-0.035,0.408,0.848,9.766,0.610,4.517
-0.038,0.402,0.852,5.066,1.526,6.714
-0.038,0.401,0.864,0.916,0.732,8.728
-0.035,0.394,0.882,-1.770,-1.221,10.071
-0.023,0.383,0.901,-3.296,-2.502,11.292
0.000,0.362,0.929,-3.723,-2.136,11.841
-0.007,0.343,0.957,-3.113,-1.099,10.559
-0.006,0.325,0.973,-0.488,1.953,9.949
-0.010,0.296,0.977,3.052,4.456,9.460
-0.017,0.275,0.979,5.920,6.165,8.667
-0.030,0.258,0.971,7.874,5.798,8.484
-0.040,0.250,0.964,9.338,6.653,9.583
-0.049,0.253,0.947,9.827,5.493,11.230
-0.046,0.253,0.930,10.498,4.211,13.062
-0.036,0.246,0.918,11.963,2.380,15.137
-0.031,0.234,0.911,11.963,1.953,17.700
-0.034,0.236,0.910,9.888,1.282,20.142
-0.039,0.246,0.914,8.972,1.404,21.912
-0.046,0.240,0.925,7.874,0.305,23.499
-0.036,0.225,0.939,6.348,-1.465,25.696
-0.022,0.206,0.961,4.761,-1.404,27.710
-0.010,0.179,0.994,1.709,-2.014,28.992
-0.007,0.130,1.031,-2.075,-1.465,29.785
-0.007,0.070,1.073,-7.324,1.526,31.250
-0.006,-0.008,1.111,-12.695,4.150,33.813
0.001,-0.098,1.142,-17.883,6.836,37.354
0.005,-0.179,1.178,-23.254,9.827,41.748
0.013,-0.264,1.202,-27.344,13.794,47.791
0.017,-0.333,1.221,-28.259,19.226,55.664
0.023,-0.391,1.225,-24.109,25.879,64.758
0.020,-0.425,1.206,-13.733,31.738,73.120
0.000,-0.431,1.169,1.038,36.072,79.529
-0.018,-0.424,1.125,16.479,39.246,84.412
-0.043,-0.410,1.079,28.442,42.480,89.661
-0.074,-0.391,1.031,35.461,44.006,95.032
-0.096,-0.362,0.985,37.720,45.837,99.487
-0.105,-0.324,0.932,36.926,45.959,102.295
-0.112,-0.276,0.886,33.630,43.823,102.722
-0.132,-0.228,0.855,28.625,37.598,100.525
-0.170,-0.190,0.835,21.301,28.015,96.741
-0.228,-0.153,0.841,10.742,19.226,94.543
-0.303,-0.132,0.840,-3.052,16.724,98.145
-0.358,-0.106,0.835,-20.142,23.621,110.474
-0.374,-0.062,0.870,-36.499,38.269,129.150
-0.329,-0.003,0.945,-43.762,58.533,148.071
-0.217,0.050,0.987,-35.645,71.838,159.485
-0.111,0.107,0.996,-11.475,72.571,155.701
-0.028,0.174,0.964,20.813,62.195,135.376
-0.006,0.243,0.892,52.979,45.837,103.516
-0.028,0.319,0.796,79.346,30.457,66.833
-0.092,0.426,0.702,92.346,14.160,30.640
-0.202,0.549,0.599,93.872,-9.460,-1.099
-0.303,0.646,0.512,83.008,-23.499,-23.743
-0.437,0.762,0.485,59.204,-35.828,-31.921
-0.598,0.844,0.506,24.902,-36.743,-21.667
-0.700,0.841,0.611,-17.090,-25.696,4.578
-0.862,0.809,0.674,-63.904,-2.319,44.128
-0.713,0.776,0.912,-99.060,43.335,95.703
-0.360,-0.955,1.407,-130.676,14.954,-83.740
-0.352,-0.950,1.449,-121.216,31.006,-44.861
-0.293,-0.860,1.458,-94.238,36.011,-12.634
-0.200,-0.693,1.430,-53.040,27.100,9.460
-0.182,-0.470,1.352,-7.202,9.033,23.621
-0.161,-0.220,1.244,33.936,-7.202,33.813
-0.048,0.032,1.128,63.477,-13.794,44.739
0.027,0.266,1.027,77.942,-15.564,52.307
0.105,0.468,0.943,77.759,-12.451,53.467
0.156,0.629,0.891,69.458,-3.784,49.683
0.163,0.747,0.856,57.739,7.019,43.518
0.164,0.818,0.825,46.814,16.541,37.659
0.164,0.828,0.803,38.879,21.851,32.715
0.148,0.781,0.789,32.593,23.499,28.442
0.136,0.696,0.787,27.466,23.499,25.513
0.122,0.605,0.803,22.644,24.231,23.071
0.114,0.527,0.812,18.921,23.560,20.691
0.112,0.450,0.816,15.747,21.179,19.165
0.099,0.395,0.819,13.184,17.395,17.761
0.072,0.354,0.825,11.047,13.916,16.479
0.061,0.341,0.823,8.850,11.108,17.334
0.062,0.326,0.826,7.874,8.789,20.325
0.079,0.336,0.826,7.812,4.395,23.376
0.084,0.347,0.838,10.071,-3.235,24.231
0.095,0.382,0.856,12.390,-2.625,23.254
0.117,0.411,0.877,9.399,-0.854,21.301
0.109,0.414,0.909,6.165,-3.601,19.287
0.116,0.414,0.909,4.944,-4.944,19.165
0.113,0.423,0.904,5.188,-2.930,18.616
0.103,0.441,0.892,6.836,-2.014,15.320
0.103,0.429,0.896,10.254,-1.892,11.475
0.092,0.407,0.906,11.780,2.136,8.240
0.082,0.394,0.912,9.033,1.282,7.385
0.078,0.362,0.914,7.141,3.296,7.996
0.082,0.334,0.914,6.775,5.371,9.644
0.089,0.320,0.912,7.690,7.812,10.681
0.082,0.320,0.910,11.658,4.272,9.766
0.075,0.328,0.895,15.015,2.563,8.057
0.071,0.354,0.882,19.165,2.441,6.653
0.054,0.392,0.875,19.836,3.479,5.066
0.028,0.421,0.873,21.179,0.793,4.272
0.031,0.449,0.850,20.325,3.601,6.042
0.043,0.469,0.824,18.494,3.540,8.728
0.045,0.497,0.822,14.404,0.793,9.644
0.051,0.499,0.829,11.841,-1.648,9.338
0.074,0.483,0.827,7.874,-3.357,9.644
0.095,0.449,0.836,6.470,-5.005,9.338
0.090,0.397,0.858,3.235,-4.028,8.301
0.068,0.358,0.880,1.282,-4.944,8.484
0.054,0.335,0.892,-0.427,-0.916,10.681
0.049,0.333,0.892,1.465,-3.540,12.939
0.049,0.338,0.891,5.249,-0.366,13.306
0.048,0.338,0.898,8.850,-5.737,12.634
0.043,0.351,0.908,11.536,-7.507,12.207
0.048,0.359,0.907,11.963,-6.042,12.695
0.054,0.346,0.909,11.475,-4.456,13.428
0.055,0.327,0.905,9.583,-3.540,13.916
0.037,0.316,0.909,7.751,-2.014,13.855
0.025,0.303,0.914,6.897,-1.648,14.954
0.031,0.285,0.916,7.080,-1.221,17.151
0.034,0.261,0.931,7.996,-1.343,18.799
0.044,0.227,0.946,9.094,-1.221,20.569
0.051,0.186,0.958,9.705,0.244,22.766
0.067,0.139,0.966,9.583,1.770,24.719
0.072,0.080,0.979,9.338,2.625,25.940
0.068,0.010,0.998,7.996,3.784,26.855
0.056,-0.059,1.010,5.371,5.493,29.114
0.047,-0.125,1.028,2.258,7.690,32.288
0.033,-0.181,1.041,-0.305,11.719,36.865
0.017,-0.227,1.056,-0.244,11.108,43.518
0.009,-0.262,1.065,1.831,14.771,51.392
0.023,-0.281,1.069,5.920,11.658,59.631
0.039,-0.293,1.066,10.620,14.771,66.772
0.055,-0.305,1.067,15.381,14.954,72.998
0.074,-0.308,1.067,18.066,14.099,78.369
0.096,-0.310,1.061,18.005,16.235,83.618
0.102,-0.310,1.052,16.357,18.433,87.952
0.103,-0.305,1.037,11.536,22.522,91.370
0.095,-0.294,1.013,6.897,30.823,93.323
0.085,-0.269,1.011,1.099,32.776,93.384
0.026,-0.256,1.009,-2.686,35.461,92.834
-0.047,-0.247,1.017,-6.592,33.813,94.360
-0.098,-0.234,1.015,-8.789,37.476,100.769
-0.124,-0.215,1.010,-9.644,42.175,110.535
-0.151,-0.181,0.996,-9.155,47.058,119.934
-0.174,-0.138,0.971,-5.432,49.683,127.930
-0.182,-0.084,0.957,0.610,51.636,133.484
-0.190,-0.028,0.928,8.118,48.889,136.475
-0.189,0.039,0.900,17.395,43.762,135.559
-0.180,0.127,0.869,27.344,35.889,129.211
-0.155,0.201,0.823,37.048,25.574,117.493
-0.162,0.284,0.797,45.654,11.963,99.976
-0.186,0.358,0.767,51.147,-0.366,79.407
-0.229,0.421,0.759,51.819,-9.094,59.448
-0.311,0.462,0.799,47.485,-14.343,44.067
-0.428,0.475,0.874,41.443,-17.639,38.635
-0.517,0.472,0.908,36.011,-8.179,46.204
-0.552,0.483,0.931,30.823,-2.563,62.683
-0.551,0.530,0.947,32.288,7.629,78.430
-0.562,0.600,0.945,36.865,7.324,89.722
-0.542,0.661,0.938,45.044,2.625,96.313
-0.637,0.786,0.783,51.636,-6.958,95.581
-0.421,0.896,0.865,56.519,11.169,96.069
-0.337,0.932,0.845,58.838,8.606,100.342
-0.284,0.963,0.805,57.495,-9.705,92.957
-0.262,0.978,0.744,56.885,-26.001,78.491
-0.272,1.038,0.675,55.237,-24.475,62.378
-0.267,1.145,0.606,51.514,-16.052,48.401
-0.266,1.297,0.563,42.847,-4.211,38.086
-0.270,1.426,0.540,28.259,6.531,34.363
-0.276,1.473,0.517,5.493,15.015,38.940
-0.269,1.463,0.540,-24.536,23.193,48.096
-0.204,1.428,0.592,-58.899,33.936,58.655
-0.087,1.391,0.677,-89.172,45.715,65.857
0.015,1.334,0.759,-108.887,48.218,64.453
0.102,1.275,0.849,-117.615,42.542,52.612
0.138,1.219,0.954,-113.342,31.372,32.898
0.150,1.140,1.024,-96.130,15.625,8.850
0.123,1.045,1.072,-69.214,0.671,-14.587
-0.409,1.705,0.562,5.310,53.406,94.116
-0.301,1.764,0.583,-3.235,39.978,94.116
-0.135,1.776,0.601,-11.841,25.146,95.093
0.049,1.741,0.645,-16.724,12.085,91.919
0.180,1.673,0.705,-17.212,-0.122,81.787
0.258,1.606,0.756,-14.648,-13.733,66.711
0.269,1.548,0.810,-10.254,-20.081,49.683
0.228,1.499,0.856,-7.019,-24.170,31.860
0.169,1.449,0.885,-2.930,-27.832,15.381
0.108,1.383,0.923,0.793,-20.874,1.892
0.029,1.293,0.936,4.456,-15.991,-9.399
-0.029,1.206,0.929,8.362,-9.949,-20.691
-0.053,1.134,0.916,13.184,-2.075,-32.104
-0.096,1.090,0.894,18.982,1.038,-44.739
-0.164,1.055,0.855,25.574,-3.052,-55.603
-0.201,1.015,0.818,31.982,-6.470,-62.256
-0.188,0.981,0.776,36.255,-10.193,-67.688
-0.257,0.937,0.766,39.368,-20.142,-72.510
-0.252,0.952,0.785,39.673,-35.217,-79.102
-0.310,0.932,0.800,40.588,-48.828,-81.604
-0.318,0.893,0.823,41.382,-52.124,-77.026
-0.275,0.879,0.822,39.429,-49.194,-72.632
-0.222,0.872,0.810,34.851,-44.067,-71.228
-0.210,0.868,0.787,28.564,-39.490,-73.669
-0.219,0.865,0.772,20.813,-35.156,-76.477
-0.213,0.866,0.758,13.123,-29.358,-78.247
-0.197,0.867,0.718,7.385,-26.428,-79.407
-0.207,0.855,0.683,3.296,-25.085,-82.031
-0.162,0.847,0.692,1.526,-25.757,-89.600
-0.192,0.757,0.719,1.831,-33.997,-98.267
-0.268,0.672,0.749,2.014,-44.556,-103.394
-0.263,0.612,0.763,2.136,-50.049,-102.661
-0.223,0.537,0.794,3.113,-52.612,-99.548
-0.257,0.472,0.837,4.517,-62.134,-98.572
-0.312,0.439,0.846,8.423,-72.083,-96.252
-0.288,0.399,0.837,15.320,-72.266,-89.844
-0.250,0.305,0.852,19.165,-67.627,-83.435
-0.217,0.229,0.807,16.785,-61.523,-81.177
-0.148,0.146,0.837,11.719,-53.894,-82.825
-0.154,0.096,0.825,3.601,-58.105,-90.576
-0.218,0.057,0.841,-4.639,-61.890,-99.182
-0.251,0.051,0.859,-10.254,-58.533,-104.065
-0.265,0.048,0.883,-11.475,-49.255,-105.957
-0.263,0.050,0.870,-9.216,-39.368,-107.239
-0.226,-0.001,0.885,-4.944,-31.799,-108.704
-0.192,-0.043,0.918,-1.892,-27.710,-113.525
-0.164,-0.093,0.957,1.099,-25.024,-118.164
-0.187,-0.144,0.998,1.526,-25.940,-121.948
-0.193,-0.203,1.015,-3.357,-28.381,-122.681
-0.209,-0.262,1.017,-14.343,-31.250,-122.192
-0.186,-0.335,1.042,-29.785,-30.212,-123.840
-0.160,-0.420,1.094,-52.185,-28.564,-126.038
-0.170,-0.520,1.166,-83.130,-28.870,-125.610
-0.221,-0.635,1.251,-119.263,-23.315,-119.385
-0.259,-0.737,1.334,-150.024,-9.521,-104.187
-0.269,-0.802,1.417,-165.649,5.615,-81.848
-0.255,-0.808,1.497,-159.790,15.259,-57.007
-0.218,-0.767,1.553,-129.883,14.771,-35.583
-0.199,-0.682,1.550,-81.116,6.165,-18.982
-0.166,-0.549,1.476,-24.109,-2.319,-5.310
-0.126,-0.357,1.363,28.931,-6.897,6.042
-0.082,-0.127,1.241,70.068,-8.850,14.465
-0.073,0.091,1.117,95.947,-8.545,20.142
-0.054,0.286,1.006,103.577,-3.052,24.170
-0.029,0.443,0.920,94.238,6.042,27.405
-0.046,0.559,0.866,73.364,16.479,31.128
-0.058,0.612,0.835,47.791,27.649,37.537
-0.035,0.597,0.823,24.353,37.415,44.983
-0.010,0.516,0.843,7.996,39.429,49.744
0.008,0.402,0.884,0.977,36.072,51.575
0.020,0.269,0.934,2.197,30.518,52.429
0.020,0.146,0.993,7.568,23.315,53.345
0.025,0.037,1.034,14.099,20.752,56.091
0.025,-0.044,1.069,21.606,19.287,60.303
0.013,-0.098,1.099,29.114,21.667,64.392
-0.007,-0.147,1.124,36.682,19.348,69.580
-0.022,-0.195,1.138,44.250,18.494,76.721
-0.029,-0.234,1.137,51.086,18.188,85.266
-0.033,-0.262,1.133,56.274,19.043,93.628
-0.028,-0.286,1.123,59.937,20.264,102.539
-0.020,-0.308,1.107,61.096,24.719,111.328
-0.008,-0.323,1.088,62.012,27.466,118.530
-0.007,-0.330,1.070,61.462,29.480,123.535
-0.030,-0.329,1.051,59.509,32.166,126.343
-0.052,-0.325,1.029,56.702,34.058,127.625
-0.070,-0.312,1.021,53.528,35.950,128.174
-0.104,-0.302,1.008,51.208,38.330,128.845
-0.142,-0.281,1.000,50.842,41.138,129.822
-0.184,-0.240,0.968,52.856,42.175,132.385
-0.205,-0.193,0.932,56.763,43.518,136.353
-0.230,-0.140,0.900,59.998,41.687,140.503
-0.256,-0.084,0.854,61.279,37.842,144.165
-0.240,-0.011,0.820,60.486,35.706,147.278
-0.219,0.054,0.800,57.739,34.119,148.804
-0.209,0.134,0.789,52.795,33.386,146.851
-0.187,0.208,0.771,47.058,33.875,141.113
-0.173,0.267,0.754,40.771,33.203,130.920
-0.161,0.326,0.740,33.936,31.006,114.929
-0.153,0.386,0.724,27.649,25.818,92.957
-0.154,0.448,0.712,21.057,16.602,66.162
-0.198,0.527,0.683,13.123,3.479,37.170
-0.250,0.619,0.670,3.601,-9.705,10.986
-0.316,0.705,0.677,-7.385,-20.935,-7.874
-0.336,0.771,0.711,-20.264,-19.958,-19.043
-0.396,0.770,0.823,-33.630,-7.751,-20.447
-0.434,0.716,1.022,-44.678,11.047,-7.812
-0.557,0.577,1.112,-52.734,26.672,33.875
-0.573,0.451,1.106,-58.899,44.617,91.431
-0.445,0.355,1.094,-55.481,73.181,140.198
-0.331,0.330,1.043,-43.701,87.585,165.100
-0.279,0.397,0.984,-21.240,87.158,161.987
-0.270,0.513,0.922,11.169,80.261,139.709
-0.250,0.639,0.850,44.617,67.871,109.863
-0.129,0.708,0.779,70.129,48.157,81.482
-0.064,0.768,0.730,84.534,26.306,49.500
-0.138,0.833,0.658,85.571,18.555,18.433
-0.228,0.905,0.621,74.524,12.451,-6.897
-0.335,0.976,0.599,55.725,15.747,-22.644
-0.427,1.038,0.620,33.813,21.179,-26.428
-0.693,1.316,0.768,-6.287,6.897,6.226
-0.588,1.334,0.898,-35.889,49.622,69.946
-0.521,1.365,0.896,-72.266,66.162,135.681
-0.282,1.357,0.927,-97.534,81.360,178.345
-0.054,1.316,0.965,-107.849,87.830,194.519
0.093,1.278,0.968,-101.868,81.970,183.777
0.203,1.239,0.969,-79.834,68.115,152.893
0.267,1.205,0.915,-46.448,46.204,112.244
0.276,1.196,0.848,-9.277,23.071,70.007
0.245,1.235,0.796,21.851,5.554,33.569
0.209,1.307,0.792,40.283,-6.958,5.554
0.154,1.323,0.819,45.654,-16.235,-12.573
0.101,1.266,0.873,41.443,-23.010,-22.339
0.072,1.180,0.915,31.372,-24.170,-24.109
0.068,1.086,0.958,19.409,-20.020,-23.132
0.054,1.011,0.983,9.338,-15.137,-25.574
0.013,0.942,1.014,3.845,-11.719,-31.799
-0.041,0.870,1.032,3.357,-10.437,-37.781
-0.103,0.806,1.043,7.446,-10.071,-40.771
-0.137,0.759,1.012,13.977,-9.766,-39.978
-0.141,0.735,0.962,19.897,-7.996,-38.757
-0.143,0.738,0.905,24.170,-7.080,-42.603
-0.141,0.750,0.849,27.039,-10.193,-52.490
-0.150,0.755,0.820,30.518,-18.250,-65.674
-0.178,0.736,0.797,33.203,-29.419,-78.613
-0.206,0.713,0.780,32.959,-38.940,-87.646
-0.227,0.704,0.795,28.442,-45.532,-92.041
-0.249,0.676,0.854,23.193,-50.476,-91.919
-0.264,0.633,0.885,18.433,-51.025,-85.938
-0.237,0.590,0.895,13.123,-44.861,-76.172
-0.180,0.561,0.885,6.165,-33.203,-67.871
-0.107,0.542,0.862,-0.610,-24.414,-66.406
-0.094,0.549,0.841,-5.615,-21.301,-73.853
-0.130,0.581,0.825,-8.911,-22.827,-86.182
-0.151,0.588,0.832,-11.292,-24.902,-96.313
-0.171,0.532,0.850,-13.855,-26.245,-101.135
-0.199,0.445,0.859,-19.714,-26.489,-100.952
-0.223,0.384,0.862,-28.076,-26.611,-98.145
-0.255,0.332,0.896,-32.898,-26.306,-93.079
-0.279,0.295,0.917,-32.043,-24.963,-84.351
-0.257,0.285,0.915,-26.550,-24.048,-71.899
-0.230,0.294,0.891,-18.555,-27.222,-60.730
-0.194,0.324,0.862,-10.742,-33.997,-55.054
-0.109,0.365,0.841,-3.357,-42.542,-55.420
-0.033,0.360,0.856,2.747,-51.086,-62.561
0.020,0.338,0.872,5.371,-62.683,-74.890
0.026,0.300,0.885,4.944,-72.754,-89.417
-0.053,0.300,0.911,2.930,-74.402,-101.379
-0.113,0.313,0.917,1.038,-67.932,-106.873
-0.156,0.278,0.907,-1.343,-56.580,-104.126
-0.169,0.212,0.886,-7.446,-44.800,-95.276
-0.157,0.156,0.870,-18.616,-33.569,-87.097
-0.156,0.149,0.895,-28.809,-27.588,-86.670
-0.203,0.144,0.894,-33.203,-26.978,-88.684
-0.216,0.138,0.875,-33.447,-25.208,-87.524
-0.224,0.112,0.869,-34.851,-24.353,-84.229
-0.200,0.110,0.862,-40.466,-27.344,-81.726
-0.161,0.101,0.848,-47.241,-31.982,-80.261
-0.139,0.085,0.850,-53.162,-37.598,-81.787
-0.122,0.065,0.877,-60.852,-42.664,-86.304
-0.110,0.021,0.919,-70.862,-43.396,-91.003
-0.119,-0.029,0.961,-83.435,-39.978,-94.910
-0.132,-0.079,1.009,-96.313,-31.860,-97.290
-0.161,-0.141,1.080,-108.459,-23.010,-95.276
-0.191,-0.201,1.137,-119.324,-16.357,-88.867
-0.215,-0.281,1.187,-125.977,-12.512,-80.322
-0.215,-0.371,1.261,-128.540,-10.986,-70.251
-0.210,-0.450,1.321,-122.925,-12.634,-56.763
-0.220,-0.500,1.374,-106.873,-14.893,-41.260
-0.215,-0.504,1.402,-81.543,-13.794,-24.658
-0.202,-0.463,1.397,-51.941,-12.207,-9.155
-0.165,-0.378,1.363,-21.606,-10.437,2.808
