aX,aY,aZ,gX,gY,gZ
0.003,0.215,0.990,0.000,-2.625,14.343
0.013,0.173,1.000,4.333,-5.493,13.062
0.003,0.145,1.000,9.033,0.977,11.353
-0.018,0.145,0.982,12.207,1.831,9.827
-0.036,0.127,0.953,12.024,-2.136,9.949
-0.060,0.114,0.932,10.010,-3.174,11.780
-0.083,0.125,0.922,6.409,-0.916,14.221
-0.097,0.138,0.918,4.395,4.089,17.151
-0.087,0.136,0.919,3.662,-2.502,20.630
-0.087,0.142,0.932,1.404,-7.690,23.376
-0.077,0.144,0.943,1.038,-4.517,25.757
-0.049,0.134,0.953,4.517,-2.747,27.649
-0.046,0.131,0.963,7.690,-6.897,28.320
-0.055,0.131,0.971,11.780,-5.310,27.466
-0.068,0.124,0.981,13.062,-10.620,27.283
-0.090,0.145,0.989,11.292,-4.944,27.710
-0.086,0.154,0.995,10.681,2.563,27.832
-0.072,0.136,1.004,9.827,0.732,28.137
-0.051,0.096,1.024,6.409,-3.174,28.625
-0.045,0.045,1.044,2.625,-3.723,28.809
-0.052,-0.017,1.070,-1.831,-3.418,30.334
-0.055,-0.095,1.095,-5.798,0.122,33.752
-0.059,-0.167,1.126,-8.240,8.057,38.574
-0.067,-0.229,1.156,-6.714,14.343,44.067
-0.066,-0.269,1.175,-2.441,20.081,49.438
-0.071,-0.271,1.179,6.409,23.804,54.810
-0.056,-0.262,1.160,16.541,20.996,60.486
-0.034,-0.252,1.130,25.879,24.780,65.186
-0.015,-0.239,1.092,34.058,26.917,68.298
-0.011,-0.229,1.054,35.767,26.306,69.580
-0.012,-0.234,1.022,33.752,31.677,69.763
-0.008,-0.254,0.996,29.907,40.100,70.374
0.000,-0.276,0.972,22.644,37.415,71.045
0.003,-0.299,0.955,13.123,40.833,71.106
-0.003,-0.322,0.943,6.226,47.302,70.313
-0.082,-0.352,0.984,-0.244,47.180,70.129
-0.165,-0.360,0.976,-7.141,46.021,77.942
-0.158,-0.355,0.937,-10.010,50.232,95.154
-0.114,-0.328,0.927,-6.836,58.350,109.741
-0.090,-0.283,0.917,-0.977,62.683,116.455
-0.086,-0.239,0.900,4.578,58.777,119.690
-0.058,-0.193,0.911,7.324,49.377,121.216
-0.002,-0.147,0.911,8.667,48.645,120.117
0.050,-0.107,0.890,11.902,50.232,114.746
0.095,-0.061,0.833,16.785,56.152,103.760
0.129,0.003,0.768,22.156,61.218,86.426
0.154,0.064,0.714,24.963,60.791,61.523
0.127,0.096,0.668,23.621,51.575,31.921
0.068,0.119,0.657,20.569,44.556,3.906
-0.047,0.142,0.732,17.395,32.288,-17.029
-0.261,0.099,0.885,13.000,18.616,-24.170
-0.440,0.060,0.965,8.484,15.259,-8.240
-0.499,0.034,1.003,7.446,34.607,28.259
-0.470,0.079,1.031,11.719,54.077,72.083
-0.349,0.215,1.064,17.822,59.326,106.201
-0.184,0.328,1.027,27.405,61.157,124.390
-0.010,0.398,1.049,40.283,54.626,128.845
0.121,0.465,1.016,53.467,34.790,114.014
0.228,0.524,0.959,65.308,10.071,84.290
0.218,0.581,0.882,69.946,-12.695,44.800
0.129,0.632,0.806,65.430,-24.231,2.441
-0.010,0.693,0.732,49.866,-29.785,-31.006
-0.117,0.748,0.637,29.846,-22.644,-48.401
-0.218,0.785,0.623,4.639,-15.320,-50.049
-0.379,0.843,0.677,-29.358,0.183,-37.659
-0.494,0.944,0.803,-62.744,29.541,-12.512
-0.491,0.921,0.915,-87.341,55.603,32.471
-0.395,0.865,0.996,-97.595,71.960,84.106
-0.179,-1.273,1.453,-84.595,21.118,-135.010
-0.332,-1.351,1.563,-72.021,37.292,-122.070
-0.428,-1.321,1.606,-47.302,47.729,-93.872
-0.449,-1.191,1.552,-12.634,48.462,-55.847
-0.392,-0.962,1.424,27.588,35.095,-17.944
-0.319,-0.630,1.288,65.308,17.639,13.611
-0.218,-0.281,1.115,94.666,5.432,37.842
-0.118,0.062,0.969,107.483,-7.263,53.772
-0.040,0.366,0.839,103.516,-8.911,61.279
0.016,0.597,0.764,89.905,-4.333,61.096
0.041,0.766,0.741,71.106,-0.854,55.176
0.065,0.857,0.746,53.711,3.296,47.852
0.106,0.864,0.750,40.527,6.714,41.138
0.127,0.818,0.785,28.992,3.479,32.959
0.122,0.726,0.845,18.677,-1.465,24.231
0.130,0.591,0.910,11.108,2.625,19.470
0.133,0.451,0.976,6.165,4.333,16.663
0.128,0.319,1.013,4.761,2.014,15.015
0.086,0.210,1.042,5.371,0.305,13.977
0.053,0.114,1.070,8.850,-2.258,13.611
0.021,0.073,1.077,14.648,-2.197,15.015
0.025,0.109,1.053,19.897,-2.014,16.907
0.032,0.165,1.017,24.841,-2.197,17.334
0.038,0.208,0.993,29.846,-0.061,16.907
0.035,0.259,0.953,29.663,8.545,16.968
0.034,0.303,0.928,25.146,10.620,16.541
0.026,0.311,0.916,19.897,9.460,15.991
0.020,0.320,0.922,15.137,3.418,15.259
0.029,0.312,0.920,14.587,1.709,14.465
0.037,0.299,0.926,17.151,4.822,12.756
0.029,0.293,0.928,20.264,5.615,10.742
0.046,0.271,0.925,22.583,4.944,9.338
0.057,0.249,0.923,23.437,-1.465,7.568
0.039,0.235,0.917,25.818,1.160,4.639
0.010,0.224,0.912,25.940,10.071,1.526
-0.017,0.219,0.887,22.644,12.512,0.366
-0.038,0.214,0.874,18.433,13.000,1.282
-0.062,0.217,0.872,13.428,9.155,4.150
-0.068,0.233,0.884,8.789,0.244,7.996
-0.056,0.233,0.889,6.348,-2.136,11.963
-0.026,0.236,0.895,5.066,0.244,16.418
-0.011,0.250,0.913,3.540,-1.770,18.738
0.009,0.249,0.947,2.075,-9.155,19.165
0.037,0.252,0.978,2.991,-14.771,18.982
0.044,0.250,1.005,6.714,-14.954,17.517
0.047,0.240,1.013,10.986,-13.550,14.587
0.049,0.226,1.001,15.991,-10.071,11.230
0.027,0.208,0.979,19.104,-2.930,7.080
-0.007,0.188,0.952,18.616,5.554,3.845
-0.042,0.186,0.921,16.113,7.507,2.991
-0.054,0.188,0.898,13.550,2.869,4.028
-0.058,0.197,0.883,11.963,2.502,6.104
-0.049,0.193,0.878,8.911,3.906,8.911
-0.039,0.178,0.894,5.432,2.075,12.024
-0.039,0.173,0.922,2.808,-1.892,15.076
-0.036,0.175,0.944,3.296,-10.071,17.456
-0.021,0.174,0.958,6.470,-10.315,18.616
-0.014,0.171,0.975,8.362,-7.874,18.311
-0.015,0.169,0.989,8.545,-8.972,17.395
-0.025,0.179,1.004,6.897,-11.108,16.418
-0.023,0.212,1.000,5.493,-13.367,16.174
0.006,0.225,0.989,6.775,-11.047,16.296
0.027,0.219,0.965,8.667,-1.770,14.771
0.026,0.216,0.955,8.667,6.836,12.573
0.018,0.211,0.933,11.597,6.531,9.705
0.003,0.187,0.911,17.517,9.521,6.409
-0.010,0.152,0.896,19.592,13.367,4.211
-0.028,0.104,0.891,18.433,7.812,4.211
-0.050,0.059,0.901,16.113,5.615,5.798
-0.089,0.042,0.933,11.780,10.803,9.766
-0.083,0.029,0.957,7.019,7.263,15.808
-0.070,0.039,0.989,5.371,-1.221,20.813
-0.041,0.054,0.995,6.348,-5.310,24.475
-0.011,0.054,0.992,9.583,-7.568,27.039
0.003,0.044,1.001,12.512,-6.897,28.625
0.026,0.015,1.005,12.878,-1.343,29.663
0.052,-0.033,1.010,11.292,4.089,30.029
0.074,-0.102,1.030,10.071,0.854,28.870
0.068,-0.197,1.053,9.033,1.038,27.588
0.054,-0.297,1.083,7.507,6.775,28.320
0.034,-0.390,1.105,6.287,14.709,31.189
0.008,-0.468,1.115,5.615,19.470,35.767
-0.025,-0.528,1.121,8.545,17.029,42.297
-0.038,-0.563,1.103,13.062,21.790,51.758
-0.022,-0.580,1.077,17.700,17.090,62.439
-0.020,-0.579,1.045,21.912,21.118,71.655
-0.013,-0.562,1.005,22.095,23.743,80.505
-0.004,-0.541,0.965,19.836,21.240,88.318
-0.013,-0.512,0.929,15.991,17.883,94.727
-0.019,-0.470,0.897,11.414,17.883,100.220
-0.009,-0.415,0.865,7.080,23.926,104.370
-0.010,-0.359,0.860,1.404,25.513,105.225
-0.060,-0.306,0.861,-3.723,26.855,103.577
-0.141,-0.277,0.866,-10.620,27.283,105.225
-0.214,-0.244,0.889,-15.686,30.762,111.511
-0.256,-0.207,0.897,-19.470,43.518,122.131
-0.282,-0.172,0.918,-19.470,44.617,134.460
-0.292,-0.125,0.958,-13.733,47.852,144.958
-0.272,-0.078,0.993,-4.517,48.462,152.466
-0.242,-0.033,1.006,9.583,42.969,156.311
-0.206,0.022,1.006,23.621,37.903,156.311
-0.147,0.092,0.983,33.325,34.546,151.917
-0.089,0.160,0.960,39.185,30.212,143.250
-0.085,0.192,0.932,38.757,24.658,130.676
-0.095,0.231,0.928,33.203,23.437,119.202
-0.063,0.286,0.917,28.748,28.625,109.741
-0.012,0.341,0.903,23.132,28.625,97.778
0.023,0.389,0.874,16.541,28.015,80.383
-0.030,0.403,0.922,10.803,29.785,57.861
-0.215,0.396,0.952,5.066,34.241,37.964
-0.333,0.387,0.963,0.671,51.636,37.415
-0.392,0.406,0.928,2.686,68.298,56.091
-0.417,0.475,0.876,12.634,74.158,76.843
-0.322,0.601,0.839,26.428,67.261,85.815
-0.218,0.737,0.781,39.185,41.626,76.477
-0.130,0.874,0.702,52.368,23.437,49.561
-0.043,0.975,0.636,60.974,15.991,15.320
-0.008,0.996,0.657,59.692,5.371,-17.090
-0.068,0.993,0.720,41.870,-14.587,-47.729
-0.712,0.835,1.001,-26.672,-5.432,13.306
-0.498,0.888,1.001,-34.546,28.137,85.876
-0.291,0.942,0.966,-39.856,58.350,136.353
-0.039,1.005,0.914,-45.166,56.702,148.865
0.151,1.032,0.904,-42.847,41.443,124.939
0.289,1.042,0.945,-32.532,23.499,83.313
0.364,0.982,0.999,-18.372,2.319,39.917
0.333,0.855,1.043,-10.742,-15.991,3.540
0.207,0.774,1.066,-14.832,-22.034,-23.132
0.052,0.662,1.144,-23.193,-14.038,-37.292
-0.048,0.495,1.202,-34.790,-1.465,-35.217
-0.084,0.343,1.222,-46.875,17.090,-23.987
-0.095,0.224,1.226,-51.819,40.955,-13.855
-0.125,0.139,1.208,-50.598,54.382,-10.498
-0.151,0.106,1.169,-39.124,53.162,-10.071
-0.146,0.121,1.096,-17.151,41.992,-7.935
-0.123,0.159,1.006,7.263,18.860,-5.981
-0.115,0.214,0.935,28.687,-5.615,-6.653
-0.101,0.278,0.889,40.771,-25.391,-9.094
-0.101,0.331,0.866,42.358,-39.673,-9.277
-0.092,0.353,0.885,37.292,-48.401,-6.409
-0.083,0.369,0.930,29.236,-45.593,-0.671
-0.043,0.377,0.965,20.935,-46.326,7.507
-0.011,0.374,0.995,13.184,-36.438,13.062
-0.015,0.362,1.012,8.240,-30.640,14.832
-0.028,0.355,1.008,4.150,-29.602,16.113
-0.025,0.331,0.991,1.953,-27.222,17.029
-0.037,0.313,0.971,2.930,-21.423,16.907
-0.078,0.317,0.935,7.385,-16.907,17.029
-0.082,0.324,0.918,12.268,-20.813,18.921
-0.059,0.331,0.890,16.296,-25.818,20.142
-0.017,0.361,0.873,18.188,-30.273,16.357
-0.018,0.393,0.887,19.653,-28.564,9.094
-0.064,0.404,0.935,22.644,-32.166,1.831
-0.084,0.424,0.936,22.339,-40.100,-2.197
-0.075,0.440,0.929,20.020,-32.349,-2.380
-0.083,0.451,0.924,17.212,-23.560,-3.540
-0.088,0.471,0.895,13.306,-18.188,-5.554
-0.068,0.507,0.860,6.897,-17.151,-9.399
-0.081,0.520,0.849,0.183,-17.578,-15.076
-0.118,0.520,0.861,-4.456,-18.127,-21.362
-0.129,0.535,0.860,-4.944,-19.653,-27.710
-0.137,0.546,0.871,2.136,-23.010,-34.912
-0.177,0.534,0.864,13.794,-27.954,-42.114
-0.193,0.552,0.834,25.879,-28.259,-48.462
-0.231,0.587,0.835,34.790,-28.564,-56.152
-0.278,0.626,0.813,39.856,-36.560,-62.683
-0.274,0.651,0.772,39.063,-42.236,-66.528
-0.272,0.712,0.730,35.278,-42.908,-71.777
-0.298,0.767,0.733,29.541,-46.570,-79.346
-0.371,0.789,0.759,20.874,-49.133,-82.275
-0.402,0.781,0.796,10.742,-43.457,-76.416
-0.355,0.722,0.823,0.916,-30.273,-64.392
-0.272,0.666,0.836,-6.287,-20.752,-55.115
-0.263,0.663,0.915,-5.981,-20.325,-55.664
-0.280,0.615,0.927,1.526,-24.841,-62.134
-0.193,0.526,0.907,10.559,-29.785,-68.909
-0.129,0.424,0.886,16.296,-42.236,-78.430
-0.128,0.365,0.884,21.606,-53.284,-96.191
-0.166,0.313,0.887,22.644,-61.707,-117.310
-0.199,0.264,0.893,19.165,-63.782,-133.606
-0.221,0.175,0.903,10.193,-63.660,-141.724
-0.243,0.064,0.912,-3.113,-62.500,-142.883
-0.265,-0.020,0.924,-17.334,-60.364,-141.968
-0.343,-0.114,0.974,-28.259,-53.040,-140.442
-0.423,-0.162,0.992,-35.828,-43.274,-133.728
-0.416,-0.169,0.998,-37.903,-31.433,-120.422
-0.433,-0.173,1.002,-35.400,-26.733,-106.079
-0.374,-0.129,0.986,-29.297,-27.344,-97.656
-0.323,-0.068,1.018,-21.240,-37.781,-96.008
-0.339,0.023,1.037,-15.259,-57.983,-97.961
-0.299,0.031,1.055,-8.057,-65.735,-99.976
-0.292,0.011,1.069,-4.211,-64.392,-100.586
-0.299,0.011,1.040,-5.127,-57.861,-97.595
-0.249,0.018,1.036,-9.338,-48.096,-94.910
-0.193,-0.025,1.056,-17.151,-34.424,-92.834
-0.144,-0.103,1.059,-28.381,-27.710,-94.971
-0.061,-0.179,1.090,-37.903,-31.921,-102.234
-0.052,-0.271,1.108,-46.753,-32.104,-113.525
-0.100,-0.398,1.110,-55.359,-22.461,-125.916
-0.115,-0.542,1.124,-64.392,-7.385,-132.019
-0.186,-0.676,1.137,-72.144,2.075,-131.348
-0.277,-0.757,1.151,-75.867,8.362,-124.146
-0.358,-0.792,1.171,-74.585,19.897,-109.863
-0.397,-0.804,1.186,-69.397,19.043,-86.914
-0.385,-0.767,1.196,-58.105,11.169,-58.960
-0.385,-0.669,1.197,-42.908,2.930,-32.471
-0.309,-0.500,1.174,-23.193,-2.747,-7.507
-0.194,-0.318,1.140,-3.845,-8.179,13.245
-0.097,-0.123,1.092,12.512,-12.390,25.635
-0.016,0.081,1.049,25.024,-13.184,27.771
0.016,0.257,1.007,33.020,-9.460,22.400
0.009,0.380,0.959,36.072,-0.366,13.489
-0.021,0.450,0.917,33.325,10.681,5.127
-0.072,0.495,0.880,25.208,18.188,0.427
-0.102,0.514,0.839,14.771,22.217,0.916
-0.113,0.496,0.822,4.578,25.940,4.456
-0.112,0.472,0.826,-4.395,26.794,7.935
-0.104,0.432,0.854,-10.681,22.461,8.972
-0.100,0.398,0.915,-12.634,16.907,8.667
-0.095,0.367,0.967,-7.446,12.878,8.606
-0.078,0.333,0.977,2.686,7.996,8.972
-0.053,0.296,0.956,13.611,4.272,8.972
-0.048,0.278,0.919,20.569,2.319,6.897
-0.052,0.282,0.870,22.583,2.075,3.967
-0.073,0.299,0.848,20.264,3.052,1.648
-0.094,0.313,0.840,12.939,6.104,0.549
-0.094,0.319,0.836,5.981,14.893,1.953
-0.082,0.341,0.825,1.648,14.832,3.479
-0.060,0.339,0.827,-1.709,6.409,3.235
-0.067,0.329,0.853,-3.174,-0.549,0.916
-0.083,0.312,0.876,-4.333,-1.587,-1.160
-0.091,0.297,0.894,-2.319,-1.160,-1.160
-0.094,0.273,0.917,0.793,-2.319,-0.244
-0.114,0.267,0.923,6.226,-0.854,1.404
-0.127,0.267,0.912,9.094,-2.502,4.456
-0.118,0.283,0.895,12.207,0.488,7.568
-0.110,0.315,0.881,12.085,-0.854,8.972
-0.116,0.343,0.875,12.329,-4.211,9.277
-0.131,-0.848,1.509,-68.481,-9.705,-30.640
-0.106,-0.735,1.475,-30.396,-7.324,-20.264
-0.102,-0.573,1.362,10.925,-4.272,-13.367
-0.133,-0.374,1.221,44.617,-1.343,-9.277
-0.160,-0.152,1.090,66.650,-2.136,-6.348
-0.193,0.040,0.972,76.782,-1.770,1.404
-0.175,0.234,0.875,74.402,0.671,14.709
-0.113,0.401,0.806,64.148,2.808,27.161
-0.060,0.542,0.753,50.110,0.061,33.813
0.013,0.622,0.730,35.706,-2.319,35.583
0.067,0.644,0.735,21.729,-0.244,34.546
0.085,0.625,0.770,8.362,3.723,31.067
0.080,0.546,0.803,-2.014,7.263,27.161
0.047,0.462,0.836,-6.470,9.949,23.926
0.003,0.407,0.852,-5.127,10.498,21.057
0.001,0.364,0.859,0.488,9.827,19.470
0.000,0.322,0.850,7.507,4.639,17.273
-0.005,0.289,0.854,12.024,-1.892,14.893
-0.015,0.282,0.849,13.184,-7.263,12.512
0.000,0.288,0.841,11.536,-9.460,10.742
0.011,0.296,0.848,7.874,-10.925,8.484
-0.044,0.317,0.894,3.174,-13.062,5.432
-0.078,0.322,0.935,-0.671,-13.428,6.958
-0.047,0.297,0.976,-2.563,-10.376,14.404
-0.016,0.268,1.001,-1.038,-9.521,21.240
0.008,0.262,1.007,4.517,-8.362,24.231
0.017,0.260,1.005,13.977,-7.019,23.682
-0.010,0.263,0.997,22.644,-4.333,21.362
-0.015,0.280,0.957,28.809,-2.075,20.386
-0.011,0.293,0.918,32.715,0.488,19.958
-0.034,0.332,0.891,32.898,0.244,18.372
-0.045,0.377,0.857,29.236,-0.122,16.052
-0.029,0.390,0.843,22.827,1.587,15.198
-0.006,0.417,0.835,14.587,2.625,13.489
0.002,0.440,0.833,6.775,2.380,10.864
0.004,0.428,0.836,2.075,2.136,8.057
0.008,0.401,0.844,-1.709,1.892,5.554
-0.006,0.381,0.858,-3.479,1.770,3.235
-0.022,0.355,0.865,-2.319,1.770,1.892
-0.031,0.333,0.876,0.977,1.404,1.465
-0.061,0.316,0.895,4.333,-0.366,2.075
-0.069,0.302,0.901,6.226,-2.014,4.883
-0.058,0.310,0.907,6.470,-2.808,8.911
-0.040,0.323,0.919,6.104,-4.456,10.803
-0.032,0.331,0.932,5.859,-7.019,10.071
-0.038,0.337,0.949,5.127,-6.958,7.935
-0.061,0.331,0.961,3.540,-5.859,7.080
-0.063,0.308,0.958,1.770,-3.479,8.789
-0.062,0.290,0.958,2.441,-0.061,11.597
-0.057,0.286,0.961,4.639,2.930,12.939
-0.054,0.284,0.963,7.263,4.272,13.000
-0.050,0.278,0.962,10.132,1.953,12.817
-0.064,0.287,0.960,13.367,-1.465,12.085
-0.075,0.295,0.947,16.235,-3.540,12.329
-0.070,0.286,0.930,18.555,-5.005,13.916
-0.063,0.270,0.917,19.409,-3.723,15.747
-0.058,0.244,0.908,16.785,-1.526,17.212
-0.056,0.216,0.908,10.803,-0.854,18.494
-0.054,0.200,0.916,4.700,3.235,19.104
-0.054,0.168,0.935,0.061,3.723,20.508
-0.052,0.140,0.956,-3.784,4.395,22.705
-0.055,0.124,0.983,-6.836,2.991,25.818
-0.045,0.103,1.005,-5.859,3.418,28.870
-0.043,0.078,1.022,-1.099,10.132,31.799
-0.045,0.061,1.019,5.615,14.465,35.156
-0.035,0.050,1.000,9.338,14.954,38.757
-0.026,0.038,0.976,11.597,13.000,41.443
-0.027,0.023,0.959,12.573,11.353,42.786
-0.038,0.002,0.952,11.658,7.874,44.250
-0.048,-0.022,0.953,9.155,6.470,46.875
-0.047,-0.055,0.967,5.859,9.583,50.415
-0.037,-0.086,0.993,1.770,15.137,53.467
-0.030,-0.117,1.015,-4.089,19.470,55.603
-0.024,-0.154,1.048,-10.864,21.423,57.007
-0.031,-0.197,1.081,-18.555,20.386,58.838
-0.046,-0.242,1.104,-25.452,18.860,61.707
-0.069,-0.282,1.119,-28.320,22.278,66.589
-0.076,-0.312,1.119,-26.550,30.029,73.242
-0.090,-0.324,1.127,-22.949,38.330,79.224
-0.126,-0.323,1.118,-16.235,35.889,84.534
-0.135,-0.306,1.107,-5.737,37.292,90.576
-0.151,-0.274,1.090,5.249,40.344,96.924
-0.160,-0.247,1.060,14.893,42.542,101.929
-0.147,-0.207,1.024,22.888,37.964,104.065
-0.135,-0.167,0.995,28.992,32.104,103.149
-0.121,-0.123,0.952,31.860,23.132,98.755
-0.096,-0.075,0.910,30.945,22.217,89.783
-0.074,-0.028,0.879,26.184,16.968,75.378
-0.082,0.013,0.856,18.860,6.531,55.664
-0.139,0.050,0.849,11.230,-0.366,34.424
-0.199,0.086,0.843,2.686,-6.470,16.052
-0.232,0.144,0.833,-5.432,-8.850,2.441
-0.253,0.197,0.826,-10.803,-4.089,-6.531
-0.271,0.243,0.834,-14.709,-4.883,-13.794
-0.312,0.279,0.850,-15.930,-9.766,-19.531
-0.366,0.294,0.877,-16.052,-5.615,-18.616
-0.422,0.319,0.890,-15.137,1.587,-7.935
-0.402,0.349,0.875,-16.052,9.827,9.094
-0.351,0.382,0.868,-12.878,22.766,26.978
-0.290,0.400,0.903,-6.836,27.405,40.771
-0.397,0.506,0.823,-0.977,24.292,47.363
-0.344,0.608,0.842,6.897,34.607,56.702
-0.270,0.644,0.828,9.827,44.739,74.524
-0.232,0.689,0.837,7.935,52.063,87.341
-0.208,0.725,0.792,5.798,51.392,90.576
-0.215,0.775,0.780,8.301,59.326,86.304
-0.190,0.832,0.756,12.390,59.265,76.660
-0.165,0.896,0.703,16.296,64.880,62.622
-0.169,0.996,0.660,20.325,64.819,47.913
-0.161,1.101,0.656,17.883,63.965,38.879
-0.152,1.160,0.651,12.085,73.059,39.001
-0.128,1.166,0.629,1.953,81.848,46.570
-0.099,1.153,0.623,-11.841,94.910,58.105
-0.064,1.105,0.612,-26.489,103.821,69.519
-0.036,1.051,0.607,-39.246,107.910,76.721
0.001,1.002,0.625,-46.448,103.516,77.209
0.045,0.956,0.660,-44.922,90.820,72.021
0.090,0.919,0.693,-33.142,68.665,62.195
0.134,0.894,0.712,-14.709,39.124,49.866
-0.513,-1.220,1.578,-209.167,7.202,-144.592
-0.462,-1.420,1.767,-205.505,8.728,-101.746
-0.389,-1.473,1.900,-171.692,10.498,-59.021
-0.255,-1.411,1.963,-111.389,12.268,-20.996
-0.150,-1.212,1.888,-36.194,11.902,6.409
-0.064,-0.944,1.714,38.330,11.292,22.888
-0.046,-0.615,1.481,96.924,14.587,31.738
-0.059,-0.281,1.252,129.761,23.804,36.560
-0.114,0.025,1.045,139.832,36.255,39.612
-0.150,0.289,0.880,132.751,49.194,44.189
-0.176,0.528,0.750,116.760,55.908,50.049
-0.162,0.724,0.645,99.792,52.185,56.335
-0.113,0.862,0.574,85.815,38.696,59.265
-0.038,0.937,0.551,73.547,20.203,57.129
0.044,0.953,0.558,59.631,1.526,50.720
0.118,0.913,0.590,41.077,-12.146,41.931
0.147,0.805,0.651,18.311,-18.005,33.325
0.176,0.660,0.723,-4.456,-15.808,26.367
0.156,0.503,0.805,-22.156,-11.292,21.423
0.118,0.351,0.881,-31.860,-9.033,17.395
0.084,0.206,0.941,-31.006,-7.874,15.076
0.049,0.124,0.983,-20.020,-7.935,13.916
0.017,0.116,0.993,-4.395,-7.507,12.634
0.013,0.148,0.982,11.475,-6.470,12.634
0.028,0.189,0.959,23.865,-7.019,12.695
0.031,0.224,0.936,29.358,-7.874,13.672
0.021,0.280,0.914,29.114,-8.301,14.221
0.007,0.331,0.902,26.062,-7.385,14.771
0.007,0.366,0.889,21.362,-5.615,15.320
0.006,0.385,0.897,15.076,-6.104,14.465
0.002,0.392,0.907,8.301,-7.935,12.817
0.009,0.384,0.916,3.052,-7.446,11.658
0.004,0.362,0.939,0.366,-5.615,10.193
-0.005,0.319,0.962,-0.183,-4.028,8.850
-0.005,0.279,0.966,2.197,-2.075,8.606
-0.001,0.247,0.960,5.859,-0.977,7.812
0.001,0.236,0.947,10.803,-0.977,6.470
-0.007,0.230,0.936,15.808,-1.038,4.761
-0.028,0.247,0.922,17.395,-2.319,3.296
-0.041,0.280,0.912,16.479,-2.014,3.113
-0.031,0.315,0.895,14.526,-1.648,3.906
-0.021,0.349,0.876,11.780,-2.380,3.662
-0.024,0.375,0.882,7.812,-2.625,2.380
-0.031,0.384,0.896,2.502,-2.258,2.075
-0.018,0.368,0.921,-2.014,-0.671,3.540
-0.001,0.336,0.937,-3.113,0.244,4.700
0.015,0.299,0.949,0.305,0.427,3.845
-0.006,0.264,0.963,5.310,0.061,1.953
-0.008,0.235,0.958,9.460,0.488,1.465
-0.005,0.211,0.940,12.085,1.770,2.625
-0.015,0.211,0.921,13.489,3.052,3.357
-0.012,0.221,0.895,13.245,4.272,3.784
-0.030,0.245,0.872,10.376,5.005,3.296
-0.042,0.272,0.859,6.287,5.737,3.113
-0.041,0.297,0.865,1.587,5.493,4.211
-0.029,0.312,0.874,-2.563,4.333,5.920
-0.021,0.313,0.902,-3.296,1.953,7.019
-0.004,0.312,0.922,-0.549,-0.427,7.263
0.010,0.306,0.931,3.601,-2.869,6.104
0.013,0.293,0.942,7.263,-4.150,4.272
0.012,0.274,0.942,9.277,-4.333,2.136
0.001,0.252,0.936,9.338,-3.479,0.793
-0.026,0.223,0.935,7.874,-2.075,0.061
-0.061,0.178,0.938,5.798,-2.197,0.610
-0.068,0.136,0.954,2.686,-2.136,3.418
-0.076,0.119,0.973,-1.038,-1.770,6.897
-0.074,0.126,0.989,-2.625,-2.625,9.705
-0.054,0.121,1.008,-2.441,-4.578,11.719
-0.045,0.120,1.030,-2.625,-6.104,12.817
-0.048,0.120,1.056,-3.845,-6.409,14.221
-0.055,0.110,1.083,-4.456,-4.211,16.846
-0.039,0.092,1.098,-3.113,-1.465,20.630
-0.021,0.062,1.102,0.427,0.977,23.987
-0.012,0.033,1.106,6.104,2.686,25.330
-0.000,-0.004,1.123,12.878,3.845,25.146
0.018,-0.050,1.121,19.592,4.883,25.208
0.034,-0.104,1.111,25.085,6.348,25.635
0.049,-0.162,1.099,28.687,8.667,26.062
0.057,-0.219,1.091,29.602,11.841,27.222
0.049,-0.273,1.097,28.320,15.198,30.029
0.025,-0.321,1.106,26.001,18.494,34.973
0.015,-0.354,1.109,22.827,21.729,42.542
0.010,-0.384,1.102,20.508,24.597,51.819
0.018,-0.405,1.086,18.372,26.794,61.584
0.029,-0.417,1.067,16.479,30.884,70.068
0.040,-0.411,1.040,13.855,33.936,76.782
0.033,-0.407,1.003,11.169,35.950,82.764
0.033,-0.403,0.965,7.812,40.649,87.708
0.032,-0.386,0.920,2.747,44.373,90.515
0.045,-0.357,0.870,-3.784,46.875,89.905
0.056,-0.325,0.828,-11.475,46.265,85.999
0.037,-0.297,0.809,-21.179,42.419,79.529
-0.001,-0.262,0.798,-32.593,34.546,73.486
-0.075,-0.253,0.821,-44.678,27.222,71.045
-0.142,-0.265,0.817,-57.434,23.010,75.256
-0.166,-0.275,0.797,-69.946,25.940,86.792
-0.166,-0.276,0.779,-83.008,32.837,99.426
-0.163,-0.260,0.785,-95.215,39.124,107.239
-0.164,-0.203,0.809,-104.431,42.725,108.521
-0.150,-0.145,0.825,-106.262,45.898,106.079
-0.106,-0.088,0.851,-98.999,47.913,98.938
-0.109,-0.025,0.865,-83.130,49.316,84.106
-0.141,0.075,0.857,-61.279,43.884,63.110
-0.165,0.207,0.839,-39.001,39.246,38.757
-0.223,0.336,0.841,-14.526,23.010,16.357
-0.380,0.419,0.841,9.033,15.564,5.493
-0.504,0.504,0.858,24.475,18.555,13.000
-0.571,0.586,0.844,31.799,30.457,32.837
-0.591,0.717,0.811,36.865,45.593,54.382
-0.634,0.846,0.836,42.908,49.133,69.519
-0.777,1.064,0.749,54.260,40.039,82.764
-0.731,1.237,0.695,68.176,44.434,110.107
-0.537,1.408,0.587,73.120,51.331,139.587
-0.299,1.543,0.503,68.115,41.870,157.104
