aX,aY,aZ,gX,gY,gZ
-0.468,-0.189,0.791,29.846,-43.213,-139.465
-0.434,-0.241,0.851,31.006,-46.814,-141.968
-0.402,-0.278,0.901,31.250,-49.316,-142.700
-0.361,-0.338,0.964,30.640,-50.903,-142.029
-0.319,-0.411,1.009,25.757,-53.467,-140.686
-0.291,-0.471,1.058,18.799,-57.861,-137.573
-0.241,-0.492,1.091,12.329,-62.683,-132.202
-0.197,-0.554,1.110,11.047,-66.956,-126.160
-0.165,-0.631,1.122,11.047,-68.665,-117.310
-0.116,-0.682,1.119,12.573,-66.223,-106.506
-0.075,-0.717,1.108,20.325,-59.082,-97.107
-0.052,-0.748,1.120,30.457,-48.584,-90.393
-0.030,-0.725,1.133,37.109,-37.415,-83.801
-0.017,-0.685,1.141,42.297,-27.283,-75.378
-0.052,-0.645,1.159,46.753,-19.226,-65.369
-0.125,-0.607,1.211,48.035,-13.184,-54.810
-0.143,-0.529,1.210,43.762,-12.390,-45.959
-0.164,-0.473,1.199,36.316,-14.648,-38.208
-0.146,-0.447,1.178,26.489,-18.127,-27.527
-0.140,-0.421,1.180,10.864,-25.146,-16.785
-0.118,-0.412,1.152,-3.540,-34.485,-6.531
-0.079,-0.414,1.102,-13.794,-42.480,1.160
-0.022,-0.446,1.074,-19.348,-47.119,7.935
0.055,-0.448,1.062,-22.766,-47.546,15.015
0.165,-0.470,1.045,-21.118,-44.800,23.010
0.177,-0.496,1.060,-18.066,-39.490,35.156
0.215,-0.461,1.034,-15.808,-33.142,44.739
0.236,-0.432,1.019,-11.780,-25.696,48.584
0.211,-0.399,1.016,-7.324,-17.090,55.786
0.199,-0.350,1.023,-4.883,-10.620,65.247
0.211,-0.307,1.023,-3.601,-6.409,78.064
0.195,-0.249,1.010,-7.996,-3.418,91.980
0.209,-0.172,1.016,-11.047,-0.793,102.417
0.235,-0.147,1.000,-7.507,-1.038,108.154
0.254,-0.112,0.981,-6.470,-3.174,114.258
-0.864,0.846,0.908,-50.415,76.843,52.917
-0.833,0.793,0.916,-70.862,56.580,32.104
-0.777,0.710,0.879,-84.106,41.321,11.658
-0.725,0.600,0.854,-93.689,33.936,-6.836
-0.720,0.510,0.843,-91.187,33.569,-23.254
-0.754,0.510,0.832,-79.041,40.161,-37.598
-0.842,0.534,0.813,-60.730,50.720,-54.321
-0.960,0.550,0.822,-42.847,61.829,-73.792
-1.045,0.565,0.843,-30.457,70.435,-92.957
-1.112,0.555,0.821,-23.315,72.693,-108.215
-1.141,0.553,0.791,-23.499,66.406,-122.437
-1.109,0.536,0.761,-23.804,52.002,-135.376
-1.050,0.496,0.715,-24.048,32.410,-148.804
-0.940,0.405,0.664,-28.870,12.939,-160.583
-0.843,0.272,0.629,-37.903,-4.639,-168.396
-0.779,0.121,0.610,-44.006,-21.301,-173.950
-0.735,-0.032,0.623,-44.312,-35.278,-177.429
-0.669,-0.165,0.626,-38.879,-46.448,-179.016
-0.571,-0.282,0.663,-28.442,-56.274,-178.223
-0.499,-0.344,0.717,-18.799,-67.078,-174.438
-0.418,-0.409,0.775,-13.489,-76.599,-168.701
-0.345,-0.448,0.843,-10.559,-84.900,-163.635
-0.276,-0.531,0.912,-3.113,-93.262,-158.264
-0.247,-0.577,0.992,7.507,-99.854,-150.330
-0.180,-0.601,1.098,10.376,-101.440,-136.902
-0.107,-0.626,1.195,11.841,-100.830,-126.282
-0.024,-0.639,1.309,14.587,-97.900,-119.751
0.060,-0.704,1.410,19.470,-92.224,-114.075
0.159,-0.734,1.477,19.287,-85.266,-101.135
0.242,-0.732,1.525,11.963,-78.613,-81.238
0.307,-0.704,1.549,6.470,-70.313,-59.570
0.349,-0.690,1.523,3.601,-58.594,-39.429
0.347,-0.707,1.438,1.892,-44.495,-21.484
0.334,-0.708,1.344,2.869,-28.442,-0.732
0.304,-0.694,1.260,4.333,-12.817,20.203
0.265,-0.679,1.209,8.972,-0.122,36.926
0.219,-0.639,1.197,16.724,10.742,50.659
0.188,-0.580,1.166,27.649,19.043,63.232
0.115,-0.524,1.138,37.292,26.001,74.585
0.047,-0.463,1.105,42.297,28.625,85.266
0.005,-0.388,1.088,43.762,28.748,96.497
-0.026,-0.314,1.059,43.152,27.466,109.009
-0.026,-0.243,1.029,39.917,23.865,118.469
-0.009,-0.186,1.008,31.250,19.165,125.610
0.001,-0.142,0.981,18.005,15.076,132.141
0.021,-0.148,0.944,9.644,9.399,137.817
0.058,-0.136,0.908,5.615,4.150,143.372
0.096,-0.135,0.883,5.188,1.709,148.132
0.129,-0.118,0.867,10.986,2.625,151.489
0.139,-0.077,0.895,17.822,6.470,151.794
0.141,-0.030,0.925,22.888,13.550,150.940
0.119,0.031,0.950,25.269,20.691,150.452
0.079,0.098,0.976,24.841,26.062,151.611
0.021,0.148,0.992,19.775,27.344,151.794
-0.013,0.182,1.006,12.512,25.330,148.743
-0.038,0.259,1.029,1.221,20.081,146.606
-0.005,0.303,1.072,-11.841,13.306,147.339
0.063,0.321,1.099,-24.780,5.920,148.865
0.078,0.282,1.027,-36.011,0.366,154.053
0.181,0.377,1.098,-35.522,-3.723,159.302
0.141,0.451,1.086,-24.597,4.333,150.024
0.085,0.486,1.086,-5.005,19.226,133.179
0.013,0.547,1.124,1.587,37.109,121.521
-0.109,0.737,1.090,0.122,55.298,111.511
-0.257,0.826,1.100,3.174,69.214,98.999
-0.349,0.929,1.074,1.648,77.515,86.243
-0.407,0.974,1.047,-6.348,76.965,74.524
-0.453,0.941,1.001,-18.555,68.848,65.002
-0.464,0.951,0.925,-37.476,57.129,53.162
-0.435,0.896,0.886,-53.650,44.067,36.316
-0.376,0.840,0.838,-64.514,31.189,19.775
-0.337,0.783,0.822,-71.472,22.583,2.808
-0.350,0.715,0.852,-72.754,20.203,-10.376
-0.342,0.655,0.869,-67.383,23.071,-17.822
-0.342,0.609,0.868,-56.396,27.283,-20.020
-0.379,0.626,0.861,-43.518,32.593,-16.418
-0.431,0.665,0.869,-33.691,39.917,-13.855
-0.489,0.714,0.859,-24.719,48.401,-18.433
-0.557,0.747,0.805,-16.052,55.847,-29.541
-0.612,0.722,0.764,-6.714,59.875,-42.480
-0.672,0.689,0.730,-3.479,57.190,-55.359
-0.727,0.646,0.717,-4.700,48.340,-67.444
-0.729,0.616,0.692,-8.972,36.133,-77.942
-0.719,0.555,0.679,-12.573,21.423,-89.783
-0.718,0.498,0.666,-17.334,7.019,-102.356
-0.707,0.437,0.663,-20.752,-4.578,-116.699
-0.681,0.380,0.658,-19.592,-13.916,-130.737
-0.667,0.299,0.654,-15.198,-22.827,-143.677
-0.658,0.180,0.646,-9.705,-31.433,-154.846
-0.661,0.051,0.639,-5.432,-41.138,-160.767
-0.663,-0.055,0.647,-1.648,-52.246,-160.461
-0.662,-0.092,0.667,2.136,-64.392,-153.198
-0.642,-0.068,0.705,7.507,-75.256,-145.020
-0.629,-0.040,0.760,17.395,-81.299,-143.250
-0.619,-0.010,0.820,27.222,-82.031,-148.926
-0.603,0.003,0.896,33.630,-79.956,-158.447
-0.592,-0.007,0.978,35.156,-77.881,-166.565
-0.589,-0.012,1.036,32.166,-77.515,-171.387
-0.594,-0.040,1.057,26.978,-78.979,-173.889
-0.599,-0.121,1.039,22.644,-82.886,-175.903
-0.615,-0.301,0.992,22.400,-89.050,-178.406
-0.582,-0.489,0.959,24.719,-98.999,-170.898
-0.541,-0.646,0.948,25.269,-114.319,-148.865
-0.551,-0.788,0.952,29.297,-130.981,-123.291
-0.475,-0.767,0.992,37.537,-142.334,-103.516
-0.366,-0.740,1.104,57.373,-144.775,-99.548
-0.275,-0.703,1.220,84.656,-135.559,-112.976
-0.167,-0.692,1.339,102.722,-118.774,-128.296
-0.100,-0.665,1.425,103.760,-103.210,-134.766
-0.067,-0.602,1.481,94.849,-91.125,-130.737
-0.044,-0.602,1.489,81.970,-83.130,-119.568
-0.058,-0.659,1.451,66.101,-79.834,-104.126
-0.029,-0.720,1.430,44.983,-80.750,-81.970
0.067,-0.733,1.371,26.306,-86.487,-54.810
-0.012,-0.735,1.354,14.587,-92.896,-32.532
0.040,-0.752,1.298,13.306,-93.506,-19.653
0.065,-0.773,1.251,7.446,-88.684,-9.521
0.095,-0.764,1.222,-1.404,-82.703,10.681
0.092,-0.719,1.205,-7.263,-75.745,33.325
-0.884,1.011,0.890,20.813,41.077,7.019
-0.886,1.110,0.924,23.376,37.598,-9.277
-0.864,1.116,0.923,19.714,33.020,-30.334
-0.827,1.039,0.889,7.996,25.696,-50.415
-0.774,0.889,0.839,-8.789,13.367,-63.965
-0.713,0.686,0.785,-22.522,-2.197,-72.144
-0.645,0.491,0.722,-31.738,-18.250,-77.881
-0.549,0.307,0.684,-35.156,-32.898,-83.069
-0.449,0.136,0.674,-32.715,-43.823,-88.257
-0.339,-0.026,0.691,-24.231,-50.049,-91.370
-0.273,-0.153,0.714,-11.902,-52.185,-89.478
-0.177,-0.200,0.747,0.549,-49.988,-80.139
-0.144,-0.221,0.816,13.306,-46.875,-71.289
-0.099,-0.172,0.855,23.926,-41.016,-69.336
-0.077,-0.144,0.916,30.518,-31.677,-73.486
-0.073,-0.150,0.958,34.790,-22.156,-75.256
-0.065,-0.137,0.982,31.128,-14.160,-69.214
-0.078,-0.106,1.013,20.142,-8.301,-58.960
-0.123,-0.075,1.013,6.470,-4.150,-51.331
-0.165,-0.106,1.003,-2.686,-1.343,-49.072
-0.195,-0.124,1.002,-11.963,-0.488,-47.913
-0.175,-0.133,0.979,-17.334,-2.930,-42.297
-0.194,-0.157,0.998,-22.461,-7.141,-35.889
-0.151,-0.145,1.002,-20.142,-8.850,-26.489
-0.153,-0.147,1.032,-15.808,-6.470,-19.836
-0.112,-0.103,0.999,-12.756,1.160,-13.611
-0.133,0.002,1.040,-14.038,11.658,-6.531
-0.161,0.091,1.049,-16.235,12.390,-2.625
-0.171,0.137,1.045,-21.484,18.250,-1.160
-0.171,0.128,1.020,-27.039,24.597,2.563
-0.213,0.168,1.020,-36.377,23.682,11.841
-0.146,0.180,1.004,-41.626,20.874,21.423
-0.185,0.218,0.988,-43.823,10.376,29.297
-0.184,0.219,0.956,-40.344,4.578,29.785
-0.182,0.160,0.904,-33.813,7.019,26.917
-0.172,0.163,0.848,-35.645,10.620,27.649
-0.194,0.178,0.849,-27.832,13.733,30.151
-0.211,0.129,0.840,-19.897,20.020,30.518
-0.186,0.136,0.853,-16.418,23.010,28.809
-0.180,0.132,0.891,-16.663,22.095,27.710
-0.151,0.147,0.907,-14.648,16.602,29.053
-0.091,0.187,0.923,-16.907,10.803,34.912
-0.044,0.211,0.974,-25.269,9.155,43.152
-0.010,0.226,0.976,-32.776,10.559,49.744
0.024,0.212,0.978,-37.720,14.282,56.702
0.049,0.193,0.964,-40.710,17.456,63.599
0.035,0.177,0.935,-41.260,20.813,71.472
0.022,0.169,0.912,-35.522,24.292,81.604
-0.011,0.212,0.862,-31.860,29.968,90.759
-0.028,0.224,0.828,-24.536,37.720,94.177
-0.048,0.255,0.817,-16.846,43.884,92.896
-0.062,0.311,0.867,-12.329,49.011,92.285
-0.020,0.293,0.834,-0.916,50.110,92.957
-0.089,0.311,0.849,4.150,46.631,88.196
-0.120,0.360,0.875,8.240,43.884,83.801
-0.190,0.399,0.907,11.108,44.189,78.064
-0.096,0.466,0.957,12.756,47.180,72.083
0.008,0.471,0.995,23.010,49.377,75.378
0.005,0.441,0.949,33.752,44.983,82.458
-0.033,0.384,0.999,29.175,36.621,82.825
-0.029,0.287,0.976,19.226,31.433,78.918
-0.007,0.276,0.964,9.705,29.114,77.148
-0.007,0.270,0.923,9.949,29.785,77.576
-0.014,0.319,0.940,11.414,32.166,76.904
-0.056,0.321,0.954,12.024,36.438,73.425
-0.002,0.311,0.975,19.958,44.983,72.571
0.033,0.338,0.979,23.926,54.138,75.378
0.008,0.409,1.026,26.184,63.477,77.393
-0.015,0.329,1.059,39.856,76.355,75.317
0.024,0.231,1.059,44.617,87.952,73.669
0.026,0.264,1.041,50.964,93.872,74.341
0.031,0.215,1.047,53.162,93.994,72.327
-0.073,0.142,0.958,57.861,92.346,67.383
-0.147,0.154,0.959,39.978,89.172,64.331
-0.053,0.090,0.956,40.588,92.651,59.326
-0.055,0.140,0.986,52.734,96.252,56.702
-0.081,0.211,0.998,56.641,92.163,55.664
-0.107,0.201,0.969,64.331,86.426,55.847
-0.146,0.222,0.979,46.875,74.036,54.626
-0.134,-0.278,0.957,38.940,66.223,57.861
0.229,0.086,0.612,68.420,57.678,92.468
0.010,0.246,0.864,76.660,44.434,126.282
0.033,0.291,0.970,74.890,50.232,109.863
0.090,0.319,1.124,81.299,80.383,97.534
0.118,-0.020,1.193,129.578,105.103,76.721
0.441,-0.070,1.511,139.099,130.798,68.848
0.281,-0.265,1.461,85.938,115.723,34.912
0.197,0.018,1.192,-20.142,97.107,22.583
0.437,0.092,1.141,-98.999,115.723,20.630
0.345,0.123,0.936,-43.884,141.602,4.944
0.198,0.123,0.909,45.959,161.743,15.747
0.077,0.097,0.873,103.516,167.053,29.602
0.023,0.117,0.820,82.947,169.067,33.875
-0.013,0.125,0.777,72.449,164.124,35.645
0.146,0.029,0.743,96.863,149.292,37.231
0.140,-0.058,0.771,95.154,135.681,30.579
0.056,-0.080,0.757,47.729,121.521,23.987
-0.108,-0.375,1.150,10.681,106.567,20.508
0.637,0.147,0.389,165.833,80.200,52.856
0.880,1.120,-0.035,120.850,101.746,119.690
0.216,0.368,0.118,39.124,44.312,72.815
0.624,-0.142,0.799,37.476,-30.334,25.452
0.495,-0.398,1.045,-76.904,-34.790,12.146
0.384,-0.105,1.151,-42.847,-22.766,29.053
0.399,0.030,0.990,52.795,-3.723,35.583
0.401,0.018,0.952,106.812,5.188,27.466
0.367,-0.030,0.849,124.023,3.113,15.869
0.290,0.305,1.126,121.704,-10.376,4.761
0.423,0.068,0.993,191.406,-10.620,-13.062
0.074,-0.330,0.651,219.971,4.333,-28.015
0.441,-0.311,1.126,84.900,-19.043,9.827
0.497,-0.005,1.017,6.897,-36.377,39.429
0.539,0.340,0.921,6.775,-40.527,50.232
0.416,0.133,0.811,12.512,-57.617,29.114
0.451,-0.060,0.896,6.104,-59.998,11.719
0.486,0.010,1.103,0.671,-57.556,-14.038
0.439,0.055,0.956,30.640,-44.373,-20.996
0.366,0.109,0.764,33.447,-37.231,-27.588
0.361,0.114,0.821,8.362,-50.537,-39.368
-0.382,-1.014,1.245,-11.414,-1.770,52.368
-0.459,-1.060,1.237,9.338,-0.671,80.078
-0.642,-1.118,1.123,52.612,8.240,111.511
-0.733,-1.046,1.096,68.665,4.944,142.212
-0.890,-0.932,1.031,67.566,8.545,148.560
-0.832,-0.923,0.904,68.604,18.311,141.052
-0.859,-0.752,0.775,62.378,16.052,146.057
-0.997,-0.597,0.634,56.091,11.169,150.452
-1.067,-0.430,0.516,49.500,4.333,151.428
-0.802,-0.351,0.419,27.649,-1.282,152.222
-0.675,-0.325,0.491,3.723,-12.268,156.128
-0.665,-0.194,0.556,3.296,-24.841,164.917
-0.670,-0.072,0.625,12.085,-35.278,171.753
-0.686,0.100,0.681,19.897,-44.800,174.927
-0.670,0.328,0.793,17.944,-54.871,175.903
-0.652,0.312,0.800,20.081,-62.805,167.419
-0.636,0.343,0.836,8.789,-67.139,162.537
-0.653,0.303,0.880,-15.076,-70.251,162.170
-0.698,0.253,0.924,-38.574,-71.960,160.706
-0.705,0.253,0.978,-53.711,-72.021,162.903
-0.699,0.439,1.022,-55.237,-72.693,166.016
-0.611,0.573,1.073,-40.283,-75.012,161.255
-0.528,0.627,1.149,-10.498,-79.224,148.926
-0.481,0.651,1.199,14.343,-80.811,139.343
-0.384,0.680,1.282,30.334,-77.026,127.441
-0.331,0.708,1.326,51.697,-69.824,115.967
-0.272,0.746,1.332,69.702,-61.523,106.628
-0.203,0.797,1.378,74.707,-53.345,95.825
-0.141,0.828,1.355,76.721,-41.382,82.458
-0.116,0.804,1.309,67.932,-30.457,65.857
-0.101,0.670,1.215,52.856,-21.118,45.776
-0.069,0.628,1.212,42.480,-14.526,29.114
-0.047,0.648,1.222,38.025,-9.521,20.081
-0.138,0.712,1.146,39.185,-4.578,10.376
-0.020,0.680,1.074,33.447,-4.211,-9.033
-0.006,0.627,1.087,34.058,-7.935,-33.203
0.130,0.559,1.187,60.303,-10.742,-49.927
0.197,0.473,1.250,98.877,-6.165,-63.171
0.195,0.408,1.242,122.498,4.883,-73.120
0.228,0.346,1.186,123.840,18.738,-81.055
0.243,0.289,1.168,117.432,31.738,-89.050
0.283,0.251,1.130,115.540,45.532,-96.069
0.310,0.160,1.017,109.192,56.030,-106.812
0.313,0.027,1.016,79.407,55.054,-119.812
0.323,-0.053,1.006,39.673,53.772,-127.441
0.336,-0.158,0.990,4.028,48.157,-129.639
0.290,-0.223,0.969,-24.353,39.307,-129.700
0.259,-0.273,0.977,-39.734,35.095,-131.836
0.274,-0.390,1.003,-39.063,33.997,-133.179
0.270,-0.561,1.036,-38.757,32.532,-134.460
0.283,-0.691,1.120,-53.589,30.762,-133.179
0.342,-0.731,1.236,-67.200,30.029,-127.563
0.377,-0.765,1.312,-66.345,33.020,-118.713
0.350,-0.893,1.264,-54.810,41.504,-110.291
0.345,-0.914,1.196,-45.898,51.086,-98.877
0.324,-0.761,1.177,-44.678,54.993,-82.581
0.297,-0.692,1.086,-43.823,57.739,-70.557
0.250,-0.747,0.995,-56.396,58.533,-64.819
0.179,-0.866,0.960,-77.759,55.786,-61.096
0.150,-0.963,0.988,-86.243,50.476,-57.495
0.222,-1.024,1.106,-74.707,44.495,-53.711
0.135,-1.001,1.125,-41.748,46.997,-42.786
0.142,-1.135,1.102,-20.142,57.434,-46.448
0.058,-1.214,1.113,-19.836,60.974,-35.461
0.030,-1.218,1.134,-23.804,66.040,-15.869
-0.080,-1.177,1.065,-26.306,74.280,9.460
-0.212,-1.162,0.896,-28.931,82.031,37.048
-0.429,-1.212,0.641,-41.260,76.294,69.214
-0.578,-1.120,0.480,-55.420,66.895,85.815
-0.617,-0.997,0.395,-40.100,66.467,72.083
-0.622,-1.144,0.475,-4.883,46.692,63.843
-0.649,-1.407,0.565,24.658,28.931,62.988
-0.709,-1.545,0.681,27.466,18.372,80.505
-0.762,-1.550,0.767,16.907,14.038,110.840
-0.805,-1.391,0.831,11.292,12.878,143.616
-0.936,-1.029,0.751,17.761,13.489,175.964
-0.951,-0.777,0.640,42.175,15.442,188.782
-0.933,-0.703,0.437,72.998,10.376,190.552
-0.960,-0.448,0.411,71.899,-1.709,195.374
-0.948,-0.179,0.475,61.707,-14.404,196.899
-0.956,-0.087,0.454,74.951,-28.748,191.284
-0.961,-0.080,0.425,91.187,-45.288,188.293
-0.935,-0.017,0.538,89.233,-63.599,188.416
-0.908,0.020,0.700,76.294,-79.529,189.026
-0.875,0.009,0.811,61.096,-88.684,189.880
-0.877,0.167,0.951,47.607,-90.637,190.796
-0.859,0.386,1.076,46.936,-91.187,186.829
-0.813,0.468,1.162,63.171,-92.651,169.678
-0.758,0.484,1.198,78.979,-89.600,151.001
-0.728,0.523,1.177,75.134,-82.520,138.000
-0.674,0.570,1.203,52.368,-80.994,130.737
-0.589,0.653,1.296,24.963,-80.017,125.732
-0.485,0.780,1.404,4.089,-76.416,117.798
-0.385,0.878,1.447,-8.484,-64.880,102.112
-0.281,0.860,1.395,-16.724,-46.265,83.374
-0.251,0.835,1.337,-28.748,-27.222,65.796
-0.215,0.844,1.372,-41.748,-12.085,48.889
-0.083,0.869,1.471,-39.917,4.089,32.349
0.024,0.875,1.562,-10.620,20.874,13.916
0.085,0.922,1.573,30.334,37.720,-2.380
0.169,1.005,1.517,55.115,53.467,-20.996
0.174,1.002,1.415,54.871,58.472,-50.903
0.200,0.952,1.289,32.166,61.951,-79.224
0.194,0.920,1.228,7.019,62.439,-96.619
0.163,0.875,1.153,-2.991,61.523,-111.938
0.188,0.770,1.108,-5.737,60.364,-125.977
0.234,0.657,1.059,-5.737,58.594,-137.146
0.264,0.488,1.005,0.183,57.861,-148.865
0.319,0.273,0.960,13.245,56.396,-158.691
0.321,0.130,0.975,24.658,53.467,-161.682
0.373,0.010,1.025,32.715,52.979,-161.499
0.379,-0.141,1.018,36.438,53.955,-162.109
0.387,-0.250,1.065,21.606,52.917,-160.950
0.425,-0.381,1.148,1.953,49.255,-158.997
0.469,-0.502,1.251,-16.052,42.725,-158.630
0.507,-0.582,1.373,-38.818,36.316,-152.039
0.510,-0.649,1.421,-52.429,33.936,-139.648
0.515,-0.730,1.432,-55.725,36.438,-128.784
0.524,-0.807,1.453,-57.556,42.847,-119.507
0.467,-0.945,1.476,-50.842,59.265,-95.032
0.400,-0.896,1.326,-37.292,68.054,-84.595
0.357,-0.839,1.204,-32.532,69.519,-82.703
0.330,-0.880,1.114,-36.011,66.711,-83.923
0.303,-0.985,1.068,-43.823,62.378,-86.426
0.276,-1.038,1.043,-44.800,58.777,-83.496
0.281,-1.133,1.046,-34.363,56.763,-76.233
0.313,-1.273,1.070,-24.048,56.946,-65.918
0.299,-1.309,1.129,-25.696,59.387,-50.476
0.255,-1.293,1.131,-31.982,65.491,-33.691
0.177,-1.190,1.076,-38.147,75.195,-18.677
0.098,-1.077,0.959,-42.297,85.571,-7.446
0.023,-0.955,0.832,-46.143,92.102,1.282
-0.067,-0.834,0.713,-45.959,92.346,8.118
-0.113,-0.846,0.545,-36.133,87.097,9.888
-0.137,-1.035,0.400,-21.240,76.721,10.437
-0.138,-1.214,0.359,-13.489,61.646,16.846
-0.128,-1.223,0.436,-7.935,45.715,30.273
-0.159,-1.171,0.496,8.972,34.729,44.067
-0.193,-1.155,0.519,32.898,28.259,56.274
-0.224,-1.155,0.566,47.119,22.827,70.129
-0.289,-1.125,0.593,46.265,18.799,87.708
-0.400,-0.957,0.664,34.851,17.212,105.408
-0.472,-0.798,0.695,27.649,18.555,115.906
-0.515,-0.770,0.603,29.480,21.606,117.432
-0.566,-0.815,0.496,24.780,20.691,118.042
-0.591,-0.823,0.433,13.367,14.526,124.512
-0.612,-0.760,0.401,4.456,5.554,134.216
-0.625,-0.732,0.352,2.686,-4.089,139.832
-0.644,-0.690,0.353,4.395,-14.526,143.921
-0.662,-0.671,0.375,10.376,-25.757,148.499
-0.701,-0.631,0.417,18.738,-35.767,154.907
-0.743,-0.506,0.494,28.931,-44.617,163.940
-0.786,-0.279,0.598,44.373,-53.223,171.814
-0.798,-0.031,0.722,63.232,-61.279,174.622
-0.802,0.162,0.829,77.271,-67.871,170.044
-0.759,0.315,0.934,76.660,-74.158,162.964
-0.713,0.445,1.036,63.354,-78.125,156.006
-0.647,0.515,1.079,43.396,-77.820,150.208
-0.588,0.539,1.115,20.081,-73.730,145.996
-0.523,0.556,1.120,-1.770,-66.040,141.785
-0.491,0.565,1.100,-19.104,-61.951,139.038
-0.474,0.541,1.035,-25.146,-59.021,135.376
-0.467,0.615,1.031,-25.513,-60.303,132.690
-0.431,0.679,1.040,-20.142,-63.965,126.282
-0.385,0.724,1.017,-6.775,-66.956,114.746
-0.338,0.771,1.017,4.150,-72.449,103.638
-0.261,0.821,1.077,9.094,-80.750,93.079
-0.207,0.849,1.174,11.902,-87.952,81.116
-0.136,0.878,1.187,19.836,-89.050,68.665
-0.033,0.905,1.232,31.921,-90.027,54.932
0.031,0.947,1.285,43.945,-91.492,41.016
0.133,0.953,1.318,50.110,-87.097,27.344
0.167,1.002,1.338,45.227,-77.881,15.137
0.210,1.010,1.326,35.828,-63.904,0.854
0.233,0.943,1.322,28.381,-50.476,-16.052
0.243,0.851,1.320,21.179,-40.405,-31.494
0.272,0.766,1.321,15.076,-32.837,-45.654
0.265,0.705,1.289,13.306,-26.733,-60.181
0.258,0.660,1.266,16.846,-22.522,-74.829
0.250,0.570,1.218,31.006,-18.066,-89.233
0.234,0.494,1.151,51.147,-13.672,-102.173
0.197,0.487,1.117,67.139,-10.803,-112.244
0.214,0.514,1.139,76.355,-9.583,-122.253
0.305,0.475,1.164,74.768,-6.409,-132.874
0.220,0.374,1.171,55.786,-0.549,-141.602
0.263,0.250,1.169,28.198,8.606,-147.095
0.299,0.115,1.236,-1.770,14.648,-149.658
0.279,-0.038,1.220,-23.499,23.621,-150.696
0.246,-0.194,1.146,-36.438,30.212,-148.376
0.206,-0.307,1.048,-34.851,31.799,-143.250
0.182,-0.379,0.974,-27.710,29.175,-137.512
