aX,aY,aZ,gX,gY,gZ
-0.265,0.224,0.212,-70.679,15.442,45.105
-0.239,0.228,0.197,-61.462,14.038,34.058
-0.244,0.227,0.166,-51.880,13.245,23.987
-0.255,0.237,0.135,-43.945,14.648,17.639
-0.257,0.242,0.116,-36.743,17.273,14.343
-0.237,0.272,0.098,-29.480,20.508,13.855
-0.251,0.341,0.065,-22.888,25.024,13.367
-0.237,0.399,0.041,-16.052,29.297,7.812
-0.144,0.457,0.075,-9.399,29.114,-4.272
-0.024,0.466,0.095,-4.517,27.100,-20.081
0.105,0.436,0.158,-5.188,21.484,-28.259
0.128,0.475,0.165,-11.902,14.893,-24.109
0.100,0.507,0.100,-12.634,15.259,-15.930
0.111,0.554,0.080,-11.414,17.395,-9.033
0.175,0.567,0.054,-4.700,19.775,-3.662
0.196,0.597,0.047,7.751,18.311,4.333
0.190,0.630,0.085,22.400,11.475,14.221
0.183,0.674,0.136,34.424,2.563,21.423
0.150,0.729,0.170,40.222,-5.188,23.132
0.103,0.778,0.188,38.574,-10.437,17.395
0.107,0.776,0.213,33.142,-11.230,4.761
0.136,0.746,0.235,29.358,-7.812,-9.033
0.205,0.697,0.256,27.344,-3.479,-20.325
0.282,0.651,0.277,26.245,-2.136,-23.865
0.277,0.656,0.263,22.522,-3.540,-17.944
0.252,0.668,0.225,19.226,-4.517,-10.315
0.257,0.665,0.189,19.592,-5.493,-7.263
0.276,0.633,0.160,25.269,-8.118,-7.019
0.260,0.586,0.142,37.659,-15.808,-5.371
0.240,0.562,0.151,56.091,-29.419,-1.282
0.237,0.537,0.188,74.890,-47.607,2.930
0.199,0.512,0.242,89.966,-64.697,5.188
0.175,0.497,0.274,99.915,-76.721,6.958
0.154,0.474,0.303,104.248,-82.275,8.789
0.121,0.428,0.310,105.408,-83.740,9.583
0.072,0.376,0.267,108.093,-83.862,8.789
0.048,0.341,0.169,116.455,-86.426,7.935
0.018,0.327,0.093,126.648,-96.619,5.676
-0.024,0.309,0.056,139.893,-113.586,-0.244
-0.049,0.278,0.057,157.227,-133.118,-8.484
-0.064,0.224,0.120,172.119,-149.658,-17.395
-0.073,0.185,0.194,179.443,-154.358,-22.522
-0.062,0.176,0.247,181.091,-142.273,-21.790
-0.011,0.183,0.268,178.345,-119.507,-16.663
0.039,0.208,0.246,171.997,-94.788,-9.033
0.078,0.224,0.216,163.330,-78.247,-2.258
0.062,0.230,0.159,157.166,-72.632,3.784
0.030,0.203,0.117,158.325,-72.815,6.042
0.017,0.124,0.124,166.992,-74.890,3.418
0.007,0.039,0.181,181.213,-78.064,0.122
0.068,-0.063,0.276,193.909,-83.801,-0.549
0.101,-0.139,0.332,199.768,-93.933,5.249
0.123,-0.182,0.376,197.693,-106.995,16.296
0.079,-0.228,0.402,198.853,-121.399,30.029
-0.049,-0.248,0.455,199.646,-129.395,44.434
-0.161,-0.287,0.506,208.618,-122.192,54.443
-0.150,-0.345,0.589,219.971,-103.699,58.533
-0.094,-0.467,0.651,226.013,-86.365,63.660
-0.140,-0.518,0.700,225.525,-78.247,66.467
-0.174,-0.567,0.737,225.098,-75.195,66.223
-0.177,-0.588,0.851,217.834,-70.129,69.702
-0.154,-0.578,0.942,209.961,-52.124,73.547
-0.193,-0.540,0.969,200.134,-27.954,76.843
-0.259,-0.525,0.984,184.631,-7.751,78.796
-0.236,-0.519,1.015,165.588,5.249,78.369
-0.181,-0.532,1.054,147.461,13.245,71.106
-0.208,-0.559,1.075,128.540,16.785,61.646
-0.179,-0.595,1.123,117.493,23.499,56.274
-0.116,-0.675,1.125,118.774,32.593,52.490
-0.141,-0.724,1.147,121.582,38.452,50.781
-0.168,-0.789,1.163,128.967,47.241,53.528
-0.176,-0.795,1.206,136.108,59.387,59.998
-0.161,-0.826,1.258,138.672,68.176,64.453
-0.161,-0.843,1.343,136.292,71.655,66.284
-0.223,-0.838,1.421,134.277,73.975,66.345
-0.299,-0.888,1.489,129.883,74.768,62.927
-0.295,-0.862,1.589,113.953,72.205,56.152
-0.246,-0.887,1.642,93.262,70.740,43.579
-0.190,-0.890,1.683,73.669,71.777,29.724
-0.168,-0.940,1.661,57.373,73.608,18.311
-0.160,-0.945,1.653,45.349,70.862,12.939
-0.149,-0.911,1.624,39.124,62.073,11.230
-0.104,-0.879,1.614,35.889,48.462,9.705
-0.137,-0.821,1.940,26.001,33.020,9.460
0.148,-0.873,0.926,54.932,39.246,13.367
-0.020,-0.675,1.633,-0.793,-27.710,18.066
0.074,-0.666,1.451,20.508,10.437,12.451
0.074,-0.645,1.434,4.944,17.578,1.221
0.056,-0.701,1.333,1.709,18.860,-6.104
0.027,-0.723,1.276,-1.282,10.498,-6.226
0.022,-0.685,1.234,2.197,-2.319,-2.258
0.015,-0.656,1.217,7.812,-14.038,-0.732
0.010,-0.640,1.185,14.954,-22.705,-1.648
0.030,-0.632,1.180,18.555,-29.785,-1.709
0.032,-0.630,1.166,19.897,-35.034,0.061
0.011,-0.626,1.174,19.470,-36.072,3.540
0.003,-0.619,1.200,16.296,-33.081,6.287
0.015,-0.622,1.202,11.353,-25.574,7.141
-0.003,-0.625,1.202,4.333,-18.250,7.263
-0.030,-0.634,1.188,-2.380,-10.864,6.592
-0.030,-0.635,1.188,-6.042,-5.127,5.493
-0.021,-0.624,1.189,-7.568,-1.709,3.784
-0.019,-0.612,1.201,-7.080,-0.244,2.197
-0.011,-0.600,1.231,-7.507,0.732,0.916
-0.005,-0.599,1.282,-7.874,2.197,-1.221
-0.006,-0.624,1.381,-9.338,3.052,-2.991
0.075,-0.636,1.518,-14.648,3.235,-1.831
0.089,-0.651,1.654,-23.499,1.343,4.150
0.049,-0.618,1.806,-40.222,3.784,15.442
0.005,-0.607,1.924,-56.213,15.747,26.184
-0.043,-0.601,2.036,-72.449,32.227,31.372
-0.083,-0.624,2.126,-89.355,44.189,30.212
-0.093,-0.678,2.225,-107.788,46.204,25.391
-0.098,-0.693,2.284,-129.578,41.565,21.118
-0.103,-0.688,2.305,-152.588,38.208,17.639
-0.104,-0.682,2.324,-175.354,37.842,11.780
-0.083,-0.673,2.291,-197.510,41.748,3.052
-0.039,-0.704,2.248,-220.337,45.410,-6.165
-0.012,-0.703,2.098,-241.150,45.532,-13.000
0.076,-0.744,2.062,-253.113,35.400,-18.433
0.214,-0.807,2.069,-255.981,17.090,-16.602
0.158,-0.823,2.015,-258.850,-2.136,-4.089
0.087,-0.728,1.989,-266.907,-13.550,14.282
0.105,-0.649,1.909,-276.917,-10.803,25.391
0.106,-0.607,1.816,-286.682,-2.686,22.949
0.086,-0.607,1.667,-298.279,5.188,14.404
0.053,-0.629,1.516,-303.040,8.301,7.141
-0.038,-0.619,1.394,-297.791,4.761,1.892
-0.034,-0.579,1.316,-282.654,-2.197,-3.906
0.097,-0.579,1.316,-264.526,-12.878,-11.536
0.185,-0.554,1.289,-255.798,-27.649,-14.709
0.189,-0.543,1.238,-259.521,-40.771,-10.254
0.092,-0.492,1.111,-269.409,-44.189,-1.770
0.005,-0.444,0.974,-276.184,-36.682,3.906
-0.008,-0.422,0.825,-274.719,-23.437,3.357
-0.024,-0.421,0.685,-270.630,-13.489,-0.549
-0.092,-0.419,0.506,-264.771,-10.498,-3.540
-0.200,-0.467,0.328,-250.793,-11.414,-5.981
-0.285,-0.465,0.163,-224.426,-14.404,-6.470
-0.331,-0.384,0.146,-187.317,-20.325,-11.536
-0.328,-0.413,0.027,-132.812,-23.865,-25.513
-0.286,-0.354,0.070,-112.000,-33.936,-24.109
-0.292,-0.298,0.139,-100.464,-43.091,-20.630
-0.417,-0.252,0.021,-89.355,-42.603,-19.775
-0.502,-0.181,-0.037,-94.238,-36.316,-16.357
-0.500,-0.104,-0.050,-97.534,-26.672,-15.259
-0.472,-0.095,-0.056,-95.520,-16.357,-19.836
-0.454,-0.037,-0.101,-102.722,-5.981,-20.325
-0.450,0.039,-0.162,-116.821,1.953,-17.273
-0.418,0.108,-0.236,-121.338,11.780,-19.165
-0.379,0.156,-0.286,-113.464,21.545,-24.292
-0.324,0.196,-0.269,-100.037,28.320,-30.884
-0.218,0.230,-0.241,-83.252,31.494,-37.903
-0.083,0.288,-0.171,-67.749,29.785,-41.626
0.051,0.342,-0.097,-55.786,22.400,-40.283
0.105,0.418,-0.065,-47.607,11.658,-34.241
0.106,0.515,-0.052,-44.006,2.136,-27.344
0.150,0.577,-0.028,-40.771,-2.197,-25.085
0.207,0.597,-0.011,-37.476,-4.578,-26.855
0.212,0.602,-0.004,-35.706,-8.667,-27.771
0.187,0.597,-0.019,-35.706,-13.855,-28.564
0.173,0.587,-0.044,-35.095,-19.226,-29.297
0.152,0.584,-0.069,-32.715,-25.024,-29.907
0.144,0.588,-0.054,-29.968,-30.945,-29.602
0.181,0.575,-0.014,-25.024,-35.095,-28.809
0.175,0.595,0.010,-21.667,-38.147,-26.367
0.141,0.620,0.001,-20.508,-38.452,-23.865
0.137,0.622,0.006,-19.226,-37.231,-23.315
0.136,0.633,0.018,-17.456,-36.682,-24.048
0.125,0.660,0.003,-15.747,-36.987,-23.926
0.123,0.682,-0.008,-16.174,-37.170,-25.208
0.158,0.687,-0.014,-16.113,-37.292,-27.527
0.178,0.705,-0.038,-13.977,-37.964,-27.344
0.174,0.740,-0.095,-11.902,-37.048,-25.208
0.167,0.759,-0.160,-9.277,-34.729,-23.193
0.160,0.762,-0.202,-5.920,-33.325,-22.949
0.171,0.756,-0.252,1.587,-31.372,-23.560
0.172,0.745,-0.306,12.085,-28.687,-23.437
0.204,0.711,-0.310,26.978,-26.794,-21.545
0.237,0.683,-0.283,44.312,-26.062,-16.296
0.273,0.675,-0.278,60.974,-25.391,-9.705
0.283,0.664,-0.306,75.562,-26.917,-4.395
0.280,0.637,-0.349,90.149,-32.898,0.366
0.287,0.609,-0.404,106.689,-42.786,4.700
0.293,0.543,-0.421,126.343,-53.467,9.460
0.255,0.499,-0.402,148.804,-61.157,18.311
0.221,0.480,-0.371,171.143,-62.439,30.090
0.204,0.465,-0.322,190.796,-57.617,40.771
0.206,0.439,-0.265,205.139,-47.424,48.767
0.238,0.432,-0.225,214.172,-34.485,55.359
0.236,0.408,-0.220,221.130,-20.752,59.998
0.256,0.372,-0.212,230.774,-9.094,62.622
0.287,0.314,-0.207,244.568,-1.160,64.270
0.334,0.240,-0.191,264.648,0.244,65.552
0.363,0.167,-0.125,286.621,-9.338,67.139
0.389,0.082,-0.026,309.570,-29.480,70.190
0.394,-0.039,0.109,332.947,-54.138,74.951
0.353,-0.192,0.298,351.685,-75.256,84.167
0.301,-0.352,0.502,364.136,-82.764,99.365
0.265,-0.491,0.657,370.361,-73.608,118.896
0.245,-0.608,0.840,365.906,-55.298,139.465
0.198,-0.741,1.004,348.694,-29.480,158.386
0.082,-0.863,1.145,319.824,3.418,175.598
0.043,-0.916,1.277,272.522,40.344,194.397
-0.080,-1.038,1.482,175.049,23.437,98.755
-0.069,-0.998,1.612,174.133,19.043,95.276
-0.083,-0.989,1.678,167.908,25.757,88.928
-0.102,-0.937,1.815,146.606,37.659,80.505
-0.179,-0.848,1.839,122.986,54.688,70.862
-0.215,-0.791,1.781,111.633,77.759,55.603
-0.187,-0.777,1.692,89.783,92.773,35.828
-0.127,-0.804,1.594,69.519,95.825,13.855
-0.087,-0.801,1.542,57.007,90.210,-2.075
-0.026,-0.803,1.433,50.781,83.374,-9.827
0.029,-0.767,1.385,50.537,71.167,-10.681
0.067,-0.705,1.368,53.528,54.016,-6.409
0.107,-0.658,1.361,60.486,35.034,-0.793
0.137,-0.628,1.420,66.101,16.907,4.700
0.153,-0.613,1.516,69.824,5.432,7.751
0.148,-0.595,1.566,72.388,4.761,10.132
0.119,-0.587,1.587,72.083,10.620,10.681
0.103,-0.583,1.583,66.956,17.456,6.958
0.080,-0.618,1.541,58.105,21.973,-0.610
0.083,-0.643,1.477,46.753,22.156,-6.470
0.089,-0.668,1.424,38.879,18.555,-9.766
0.093,-0.638,1.382,33.691,13.855,-9.521
0.114,-0.597,1.341,29.785,10.620,-8.850
0.156,-0.558,1.296,24.963,6.836,-9.033
0.166,-0.520,1.259,17.029,0.977,-10.193
0.190,-0.518,1.230,11.230,-2.625,-12.207
0.214,-0.524,1.201,6.836,-4.150,-12.146
0.215,-0.522,1.169,2.686,-2.014,-8.972
0.203,-0.522,1.126,0.305,1.648,-5.310
0.168,-0.518,1.080,0.305,6.592,-1.648
0.146,-0.508,1.047,0.366,9.766,1.526
0.132,-0.512,1.009,0.793,9.399,2.014
0.114,-0.518,0.974,1.282,5.859,0.305
0.102,-0.540,0.935,2.136,1.343,-1.587
0.087,-0.552,0.909,3.723,-1.892,-2.441
0.069,-0.549,0.900,4.761,-3.357,-3.540
0.090,-0.546,0.897,4.517,-2.869,-5.127
0.132,-0.555,0.897,3.662,-3.479,-6.470
0.134,-0.557,0.881,3.113,-5.310,-6.470
0.116,-0.553,0.873,3.235,-5.615,-4.883
0.106,-0.562,0.886,5.798,-2.869,-2.441
0.104,-0.557,0.926,9.644,0.671,0.671
0.103,-0.551,0.982,15.381,2.869,3.479
0.090,-0.543,1.066,20.203,1.831,4.272
0.067,-0.550,1.203,22.644,-0.671,2.319
0.098,-0.587,1.401,21.545,-1.038,-1.160
0.117,-0.638,1.592,16.479,1.892,-2.869
0.117,-0.657,1.815,3.052,4.944,-1.038
0.112,-0.692,2.057,-16.418,8.362,1.038
0.103,-0.717,2.212,-44.373,14.587,0.977
0.081,-0.750,2.356,-80.200,20.020,-3.601
0.039,-0.826,2.450,-113.770,22.644,-12.390
0.006,-0.849,2.467,-143.005,21.362,-23.865
0.001,-0.853,2.452,-168.152,13.000,-37.720
-0.042,-0.870,2.392,-188.660,0.122,-57.190
-0.033,-0.800,2.344,-213.440,-11.780,-80.933
0.120,-0.812,2.345,-232.117,-19.287,-113.525
0.390,-0.889,2.435,-242.554,-23.621,-142.822
0.695,-1.008,2.508,-257.446,-32.349,-147.156
0.654,-1.020,2.339,-284.180,-50.293,-122.986
0.467,-0.922,2.210,-328.491,-71.289,-90.149
0.458,-0.891,2.054,-364.685,-74.524,-72.205
0.422,-0.874,1.798,-385.071,-67.505,-71.228
0.390,-0.890,1.600,-393.188,-66.589,-76.355
0.369,-0.891,1.374,-395.874,-72.998,-78.430
0.310,-0.836,1.165,-395.508,-87.830,-77.759
0.286,-0.783,0.982,-381.165,-105.042,-79.834
0.251,-0.712,0.823,-361.816,-118.347,-83.435
0.284,-0.691,0.807,-342.224,-124.878,-84.778
0.332,-0.678,0.778,-320.740,-122.070,-76.233
0.235,-0.635,0.677,-306.702,-112.610,-59.082
0.047,-0.585,0.545,-302.795,-98.816,-43.396
-0.106,-0.571,0.381,-296.326,-83.740,-35.828
-0.264,-0.553,0.234,-281.555,-76.294,-35.400
-0.318,-0.498,0.071,-262.268,-77.209,-38.208
-0.307,-0.396,0.070,-244.019,-84.106,-45.776
-0.273,-0.328,0.013,-216.919,-90.576,-53.406
-0.268,-0.234,0.006,-199.646,-95.459,-54.565
-0.298,-0.150,-0.080,-183.716,-92.651,-58.716
-0.291,-0.008,-0.147,-178.772,-84.717,-62.500
-0.282,0.105,-0.208,-174.988,-73.303,-69.702
-0.259,0.219,-0.263,-167.908,-56.763,-79.224
-0.228,0.311,-0.313,-151.550,-37.842,-91.064
-0.217,0.211,-0.332,-130.005,-19.897,-103.088
-0.146,0.341,-0.343,-118.469,-4.822,-102.417
-0.090,0.280,-0.390,-106.323,4.517,-99.976
-0.037,0.373,-0.411,-105.957,7.629,-86.914
-0.027,0.433,-0.396,-108.582,6.348,-68.359
0.026,0.470,-0.368,-100.037,7.507,-54.077
0.030,0.525,-0.367,-90.881,11.597,-42.175
0.010,0.577,-0.381,-82.153,18.738,-33.020
0.019,0.603,-0.385,-75.562,23.926,-30.396
0.048,0.627,-0.373,-70.496,25.146,-33.936
0.093,0.633,-0.369,-63.416,23.437,-40.405
0.136,0.647,-0.374,-54.260,19.958,-45.898
0.177,0.664,-0.385,-42.175,15.869,-47.119
0.207,0.684,-0.392,-28.076,10.803,-44.067
0.237,0.714,-0.368,-12.512,7.019,-37.537
0.282,0.738,-0.314,1.892,4.578,-30.090
0.289,0.751,-0.271,13.000,3.357,-22.095
0.280,0.773,-0.238,18.860,3.418,-14.038
0.264,0.774,-0.212,22.461,3.479,-8.484
0.229,0.776,-0.184,24.780,2.502,-5.676
0.196,0.764,-0.167,28.809,1.343,-4.883
0.160,0.748,-0.139,32.532,-1.038,-5.249
0.136,0.748,-0.109,35.950,-4.028,-6.775
0.136,0.734,-0.069,40.833,-5.676,-9.399
0.146,0.728,-0.034,45.654,-5.432,-11.414
0.175,0.724,0.005,49.805,-2.502,-11.841
0.216,0.738,0.038,52.795,2.136,-9.705
0.249,0.775,0.056,55.603,5.676,-5.066
0.254,0.795,0.067,58.044,6.226,-0.244
0.260,0.807,0.079,59.570,3.479,3.357
0.242,0.817,0.091,60.425,-2.136,5.371
0.225,0.826,0.100,63.171,-9.277,6.897
0.208,0.817,0.107,67.627,-18.005,7.324
0.185,0.788,0.117,72.632,-26.001,7.080
0.151,0.754,0.110,78.857,-31.860,7.202
0.100,0.705,0.100,84.473,-35.217,7.568
-0.706,-0.986,1.503,274.292,-87.280,49.438
-0.802,-0.960,1.701,263.794,-74.280,51.514
-0.812,-0.886,1.738,256.531,-43.945,49.072
-0.770,-0.812,1.768,239.136,-4.333,45.166
-0.713,-0.756,1.772,214.478,38.391,34.424
-0.643,-0.751,1.784,185.852,74.585,18.433
-0.607,-0.776,1.789,160.156,98.877,4.333
-0.600,-0.790,1.785,138.733,109.741,-4.089
-0.560,-0.796,1.804,120.789,110.107,-10.193
-0.495,-0.774,1.817,107.605,101.685,-15.381
-0.416,-0.791,1.829,95.764,85.999,-20.935
-0.360,-0.779,1.801,84.778,67.566,-26.855
-0.322,-0.749,1.738,77.026,50.354,-32.837
-0.252,-0.722,1.750,67.566,39.612,-37.781
-0.156,-0.693,1.757,57.312,37.292,-42.175
-0.078,-0.668,1.698,45.837,39.734,-43.640
-0.027,-0.602,1.652,24.048,39.795,-40.771
0.046,-0.571,1.592,-8.911,37.170,-34.424
0.100,-0.516,1.519,-44.189,34.851,-25.574
0.193,-0.433,1.459,-70.740,31.616,-23.621
0.254,-0.417,1.425,-68.115,26.062,-25.391
0.250,-0.402,1.330,-55.359,21.973,-27.100
0.255,-0.391,1.170,-52.185,19.958,-26.672
0.272,-0.372,1.205,-43.030,15.747,-30.945
0.325,-0.326,1.151,-37.537,19.897,-38.330
0.353,-0.305,1.120,-34.058,26.306,-47.180
0.384,-0.285,1.084,-37.231,32.043,-50.049
0.384,-0.270,1.007,-38.086,36.377,-49.072
0.362,-0.285,0.982,-38.025,35.828,-47.119
0.345,-0.290,0.970,-35.156,33.203,-41.931
0.350,-0.295,0.999,-31.799,29.175,-33.386
0.332,-0.292,1.004,-22.949,24.292,-23.560
0.295,-0.263,0.995,-10.132,18.188,-12.207
0.222,-0.256,0.962,-0.732,11.047,-5.432
0.209,-0.255,1.041,1.831,4.456,-1.587
0.145,-0.281,1.085,21.667,0.305,-0.244
0.137,-0.298,1.090,26.489,2.869,5.127
0.125,-0.321,1.063,28.992,6.287,16.174
0.026,-0.291,1.081,28.564,4.700,26.306
-0.051,-0.278,1.073,24.109,7.019,28.137
-0.078,-0.330,1.070,14.038,15.015,24.841
-0.083,-0.308,1.081,2.808,23.621,18.982
-0.078,-0.336,1.063,3.540,29.907,3.784
-0.035,-0.374,1.036,7.568,31.006,-5.066
-0.038,-0.383,1.018,6.775,24.597,-6.348
-0.024,-0.386,1.012,6.592,17.212,-5.493
0.008,-0.407,0.934,8.057,13.245,-3.601
0.061,-0.408,0.973,19.470,5.127,3.662
0.037,-0.409,0.949,24.597,-2.136,15.137
0.025,-0.377,0.896,35.950,-4.089,27.100
0.001,-0.300,0.971,47.729,-6.653,36.377
0.014,-0.258,1.051,49.622,-2.686,39.063
0.046,-0.247,1.073,48.706,3.845,37.842
0.012,-0.243,1.058,40.100,4.639,36.682
0.012,-0.246,1.112,25.635,0.366,37.231
-0.026,-0.241,1.028,14.221,0.061,39.490
0.032,-0.243,1.041,0.427,0.244,45.471
0.055,-0.185,1.005,-1.648,1.221,39.978
0.068,-0.158,0.929,-2.136,1.709,35.156
0.068,-0.118,0.874,-5.615,-1.160,31.982
0.104,-0.104,0.837,-5.127,-5.432,28.076
0.137,-0.125,0.784,0.183,-9.949,25.146
0.133,-0.155,0.747,4.700,-16.785,27.100
0.156,-0.190,0.756,6.165,-22.034,34.729
0.154,-0.172,0.805,10.986,-24.109,38.635
0.144,-0.148,0.831,15.076,-21.179,40.894
0.184,-0.111,0.824,11.353,-18.738,39.612
0.147,-0.158,0.892,-0.305,-16.602,34.241
0.130,-0.160,0.884,-8.179,-9.155,28.259
0.134,-0.161,0.859,-12.878,-2.747,22.034
0.127,-0.161,0.802,-13.672,-0.977,17.029
0.097,-0.169,0.750,-10.132,-1.587,12.451
0.103,-0.173,0.722,-5.371,-2.625,8.667
0.101,-0.215,0.709,3.296,-5.066,4.761
0.102,-0.240,0.713,12.695,-8.240,2.319
0.100,-0.277,0.736,24.780,-8.667,0.671
0.085,-0.287,0.780,36.316,-6.104,-0.366
0.072,-0.285,0.864,41.016,-0.793,-0.793
0.075,-0.301,0.948,41.565,7.507,-3.113
0.052,-0.324,0.996,36.133,15.381,-5.127
0.025,-0.339,1.066,27.100,22.644,-5.249
0.047,-0.335,1.130,19.409,29.175,-5.188
0.045,-0.346,1.211,15.686,32.532,-5.127
0.094,-0.333,1.325,11.475,32.471,-4.272
0.135,-0.336,1.499,8.545,28.625,-3.174
0.168,-0.332,1.758,3.418,24.048,-0.427
0.206,-0.327,2.110,-7.751,23.560,4.822
0.278,-0.326,2.393,-28.381,31.250,11.169
0.294,-0.320,2.541,-61.829,39.917,17.883
0.248,-0.311,2.608,-115.967,46.753,22.095
0.228,-0.321,2.542,-176.086,57.007,19.165
0.217,-0.398,2.454,-223.877,64.270,10.071
0.134,-0.428,2.303,-258.484,64.636,2.319
0.148,-0.443,2.154,-281.311,58.899,-5.554
0.191,-0.459,2.010,-291.870,45.227,-17.273
0.219,-0.484,1.940,-301.025,25.574,-32.227
0.401,-0.553,1.975,-307.251,4.456,-42.786
0.474,-0.585,1.895,-309.021,-15.381,-41.870
0.413,-0.588,1.808,-324.219,-35.156,-33.569
0.304,-0.565,1.714,-343.567,-44.739,-27.832
0.269,-0.567,1.634,-356.445,-43.091,-31.494
0.208,-0.629,1.509,-360.229,-40.039,-40.894
0.125,-0.648,1.333,-360.657,-44.800,-47.791
0.072,-0.634,1.213,-352.112,-59.937,-50.354
0.023,-0.719,1.169,-327.271,-81.055,-51.147
0.092,-0.659,1.067,-287.781,-100.525,-42.236
0.183,-0.537,1.016,-270.813,-128.723,-32.227
0.191,-0.424,0.923,-253.601,-150.024,-23.560
0.141,-0.254,0.800,-240.112,-153.381,-17.212
0.068,-0.151,0.647,-233.398,-140.625,-19.226
0.071,-0.053,0.492,-222.473,-119.629,-27.039
0.099,0.060,0.400,-207.153,-102.661,-35.217
0.146,0.098,0.306,-183.899,-94.421,-43.091
0.178,0.151,0.195,-163.513,-94.482,-44.861
0.143,0.221,0.083,-148.193,-94.482,-43.457
0.126,0.309,0.028,-129.028,-86.121,-43.213
0.149,0.390,-0.081,-103.149,-70.984,-39.001
0.150,0.456,-0.090,-89.294,-57.068,-28.015
0.167,0.502,-0.093,-85.266,-47.424,-17.700
0.353,-1.369,1.520,329.285,58.228,94.299
0.358,-1.408,1.784,305.847,73.792,115.295
0.281,-1.415,1.956,274.658,100.952,131.531
0.197,-1.395,2.084,236.572,130.432,142.029
0.135,-1.323,2.117,198.181,155.029,139.465
-0.094,-1.394,1.749,176.697,168.152,121.216
-0.052,-1.387,1.934,135.925,152.832,95.337
-0.054,-1.373,1.936,99.609,124.939,72.571
0.055,-1.297,1.861,117.981,101.318,43.762
0.147,-1.263,1.839,134.216,68.848,16.724
0.278,-1.226,1.919,141.968,32.532,3.418
0.356,-1.129,2.058,133.850,2.014,6.409
0.351,-0.961,2.134,102.417,-12.939,19.287
0.314,-0.799,2.104,60.486,-12.695,30.579
0.271,-0.666,1.983,16.724,-5.310,31.250
0.238,-0.625,1.768,-18.005,0.610,16.968
0.190,-0.709,1.550,-38.879,0.977,-6.287
0.171,-0.783,1.332,-41.199,-4.028,-24.231
0.181,-0.788,1.154,-32.227,-14.282,-29.846
0.182,-0.751,1.032,-18.799,-27.649,-29.480
0.199,-0.714,1.000,-1.404,-40.344,-27.466
0.242,-0.695,1.052,14.099,-47.485,-25.391
0.254,-0.678,1.119,22.278,-47.363,-21.729
0.249,-0.657,1.178,15.381,-39.429,-14.893
0.238,-0.622,1.186,-1.099,-24.414,-8.240
0.221,-0.624,1.159,-18.921,-8.240,-5.066
0.155,-0.643,1.093,-37.170,6.042,-4.456
0.105,-0.666,1.015,-49.377,15.930,-5.127
0.100,-0.692,0.927,-50.293,18.982,-6.836
0.127,-0.699,0.883,-44.556,13.123,-8.057
0.171,-0.696,0.914,-35.095,0.610,-8.606
0.239,-0.707,1.039,-21.606,-13.123,-7.385
0.272,-0.698,1.211,-11.719,-24.475,-2.258
0.275,-0.642,1.380,-14.587,-26.428,7.568
0.233,-0.619,1.536,-27.954,-17.090,16.174
0.155,-0.639,1.666,-46.936,-2.258,19.348
0.132,-0.649,1.732,-70.313,11.047,17.029
0.149,-0.700,1.762,-94.055,14.282,8.789
0.198,-0.771,1.785,-111.572,5.615,-0.549
0.233,-0.816,1.862,-121.094,-10.193,-5.310
0.268,-0.838,1.965,-127.625,-25.024,-6.531
0.284,-0.836,2.083,-133.972,-36.316,-7.324
0.325,-0.845,2.221,-145.142,-44.067,-10.193
0.354,-0.821,2.323,-159.973,-51.147,-13.672
0.349,-0.802,2.382,-180.054,-59.143,-19.104
0.362,-0.789,2.393,-208.191,-68.359,-25.208
0.347,-0.797,2.340,-237.854,-78.308,-31.555
0.338,-0.811,2.267,-264.587,-88.928,-37.109
0.342,-0.825,2.164,-287.537,-98.572,-40.466
0.354,-0.808,2.056,-311.157,-104.187,-40.955
0.374,-0.814,1.950,-337.402,-102.112,-41.138
0.363,-0.844,1.865,-361.694,-86.548,-40.100
0.307,-0.788,1.295,-383.972,-60.791,-35.339
0.306,-0.750,1.260,-386.230,-57.312,-32.715
0.179,-0.773,1.086,-391.602,-46.326,-32.898
0.139,-0.627,0.821,-391.541,-27.893,-34.851
0.174,-0.588,0.672,-381.836,-15.747,-42.419
0.120,-0.607,0.627,-373.230,-3.296,-41.870
0.217,-0.659,0.447,-356.140,-7.263,-34.546
0.133,-0.625,0.411,-361.084,-36.804,-22.705
0.011,-0.642,0.367,-354.431,-65.430,-8.362
-0.119,-0.697,0.187,-338.745,-83.374,4.883
-0.230,-0.593,0.185,-301.270,-90.027,16.785
-0.326,-0.505,0.057,-229.553,-83.862,23.987
-0.368,-0.527,-0.273,-157.898,-70.374,21.851
-0.441,-0.476,-0.484,-140.259,-65.857,5.920
-0.521,-0.342,-0.440,-158.569,-70.374,-16.174
-0.557,-0.223,-0.435,-160.522,-71.533,-35.095
-0.525,-0.092,-0.390,-144.165,-69.580,-48.218
-0.449,-0.019,-0.337,-127.869,-65.796,-63.416
-0.344,0.063,-0.301,-117.126,-60.730,-75.684
-0.261,0.173,-0.284,-112.061,-56.824,-83.130
-0.187,0.292,-0.297,-109.497,-55.847,-84.351
-0.109,0.328,-0.311,-111.084,-57.190,-82.275
-0.062,0.417,-0.303,-120.544,-58.594,-80.078
-0.032,0.468,-0.354,-124.268,-55.664,-79.590
-0.015,0.551,-0.409,-120.056,-49.133,-74.829
0.024,0.606,-0.457,-112.732,-40.466,-64.392
0.054,0.664,-0.482,-103.149,-31.982,-50.537
