aX,aY,aZ,gX,gY,gZ
0.067,0.733,-0.505,-93.750,-23.499,-40.405
0.107,0.808,-0.498,-80.627,-15.808,-33.508
0.157,0.852,-0.472,-63.354,-11.658,-29.663
0.190,0.898,-0.442,-45.776,-12.817,-26.367
0.192,0.933,-0.403,-30.029,-17.456,-22.461
0.203,0.972,-0.347,-17.395,-20.325,-18.616
0.226,0.991,-0.310,-5.920,-19.165,-15.686
0.220,0.993,-0.281,3.052,-15.625,-12.329
0.186,0.985,-0.283,12.146,-10.071,-7.629
0.162,0.980,-0.278,18.799,-3.601,-2.930
0.136,0.985,-0.284,25.635,3.235,0.854
0.116,0.986,-0.291,34.973,7.874,2.502
0.106,0.983,-0.286,44.312,9.216,2.747
0.100,0.977,-0.260,53.772,7.935,1.526
0.109,0.971,-0.228,65.735,6.409,-0.610
0.115,0.942,-0.188,78.735,3.784,-2.502
0.116,0.916,-0.149,90.088,1.526,-2.563
0.140,0.894,-0.116,100.891,1.038,-1.770
0.197,0.838,-0.067,111.633,1.465,0.610
0.243,0.772,-0.009,121.826,1.770,7.446
0.234,0.760,-0.012,128.052,2.563,19.958
0.208,0.764,-0.070,132.874,5.920,34.485
0.170,0.769,-0.139,141.724,11.780,47.363
0.135,0.713,-0.214,154.846,19.470,56.946
0.052,0.652,-0.268,171.936,24.658,64.758
-0.035,0.596,-0.304,193.481,24.109,71.716
-0.120,0.519,-0.310,216.003,16.907,74.829
-0.205,0.419,-0.245,231.812,5.371,72.754
-0.288,0.318,-0.223,243.713,-2.380,67.139
-0.322,0.236,-0.216,254.272,-4.761,65.063
-0.324,0.185,-0.238,264.832,-3.723,59.753
-0.281,0.096,-0.218,274.658,-1.221,52.795
-0.244,0.006,-0.213,285.706,2.197,46.082
-0.226,-0.109,-0.204,296.387,4.333,40.894
-0.232,-0.198,-0.209,309.021,3.845,37.354
-0.182,-0.269,-0.233,323.486,3.540,36.316
-0.108,-0.362,-0.244,337.952,-0.854,36.316
-0.036,-0.450,-0.188,352.539,-10.376,35.034
0.048,-0.554,-0.059,362.610,-21.301,36.743
0.163,-0.701,0.124,368.652,-22.583,45.044
0.335,-1.419,1.180,368.469,92.102,76.538
0.364,-1.661,0.882,382.263,65.491,83.984
0.243,-1.542,1.475,246.765,3.601,87.952
0.233,-1.566,1.769,183.960,2.869,111.023
0.244,-1.552,1.919,165.955,39.795,132.141
0.228,-1.475,1.839,150.696,81.116,141.113
0.114,-1.530,1.915,104.614,105.469,139.099
0.113,-1.471,2.072,47.058,122.864,154.724
0.082,-1.406,2.241,3.723,138.123,172.729
0.102,-1.458,2.386,9.644,153.564,181.335
0.086,-1.254,2.154,53.650,163.330,191.223
-0.019,-0.898,2.145,64.331,140.259,189.697
0.072,-0.904,1.996,26.611,100.769,161.438
0.219,-0.883,1.719,27.100,50.293,133.362
0.311,-0.711,1.616,17.395,-11.902,109.497
0.370,-0.580,1.562,8.423,-64.514,89.355
0.418,-0.476,1.552,6.226,-96.436,63.354
0.465,-0.374,1.477,10.254,-104.004,31.738
0.453,-0.345,1.355,13.794,-94.971,-2.441
0.415,-0.360,1.251,19.836,-79.773,-25.940
0.383,-0.375,1.152,16.785,-62.805,-33.691
0.340,-0.367,1.071,7.202,-45.410,-35.889
0.295,-0.400,1.059,-2.258,-30.396,-39.063
0.264,-0.456,1.052,-7.019,-16.663,-42.297
0.242,-0.469,1.002,-7.385,-3.723,-42.847
0.249,-0.500,0.946,-2.991,5.371,-43.152
0.314,-0.531,0.813,-0.854,-10.681,-40.283
0.233,-0.585,1.130,18.555,-28.381,-35.522
0.268,-0.666,0.708,36.621,-3.540,-22.217
0.234,-0.623,0.766,32.593,-14.709,-9.888
0.208,-0.570,0.958,31.311,-32.043,-2.075
0.206,-0.552,1.036,29.541,-30.029,-3.357
0.208,-0.572,1.120,17.090,-26.978,-7.019
0.177,-0.568,1.235,-11.780,-24.048,-10.559
0.150,-0.565,1.322,-50.903,-16.235,-15.930
0.081,-0.590,1.405,-89.355,-5.310,-29.114
0.155,-0.526,1.521,-115.112,11.536,-48.157
0.190,-0.636,1.665,-108.093,24.292,-66.772
0.253,-0.629,1.661,-117.126,23.315,-81.360
0.233,-0.760,1.649,-116.211,4.944,-88.623
0.253,-0.853,1.620,-129.272,-19.714,-87.646
0.213,-0.666,1.568,-168.152,-40.283,-76.660
0.233,-0.628,1.539,-171.021,-53.833,-63.660
0.155,-0.411,1.482,-166.992,-60.791,-51.941
0.094,-0.297,1.453,-186.707,-62.073,-55.542
0.056,-0.188,1.467,-205.933,-52.002,-79.346
-0.002,-0.216,1.459,-220.947,-27.527,-112.366
0.078,-0.175,1.460,-229.614,0.610,-145.081
0.230,-0.123,1.601,-224.915,20.447,-168.152
0.266,-0.082,1.630,-210.083,31.555,-183.289
0.206,-0.034,1.582,-190.308,34.790,-184.082
0.168,-0.033,1.533,-188.660,27.039,-178.589
0.110,-0.015,1.450,-212.341,9.766,-178.772
0.045,-0.005,1.364,-241.333,-8.667,-189.270
-0.000,0.055,1.371,-266.968,-21.912,-207.764
-0.152,-0.007,1.365,-279.358,-25.024,-234.924
-0.322,-0.909,1.163,-280.212,-18.921,-256.287
-0.029,-0.338,1.180,-265.991,-13.245,-231.079
-0.229,0.144,1.272,-253.418,1.831,-224.731
-0.245,0.061,1.296,-267.029,20.935,-281.250
-0.224,0.004,1.238,-288.635,32.227,-340.820
-0.127,0.156,1.172,-301.086,33.447,-389.648
-0.139,0.030,1.176,-316.162,31.433,-428.833
-0.052,-0.101,1.074,-313.110,27.832,-448.608
-0.003,-0.061,0.939,-308.594,17.517,-442.322
0.005,0.033,0.875,-302.734,3.357,-422.607
-0.035,0.114,0.839,-293.396,-13.062,-405.945
-0.056,0.181,0.841,-289.856,-24.597,-395.813
-0.038,0.187,0.873,-284.668,-30.579,-389.404
0.033,0.051,0.881,-272.217,-24.475,-371.277
0.198,0.268,0.879,-258.545,-5.310,-317.505
0.216,0.416,0.756,-228.394,17.700,-256.653
0.110,0.510,0.445,-157.532,32.471,-212.402
0.122,0.527,0.239,-151.855,32.410,-170.044
0.137,0.467,0.232,-155.762,26.245,-144.165
0.076,0.439,0.306,-152.527,29.175,-134.888
0.072,0.463,0.161,-127.502,42.297,-133.667
0.053,0.417,0.134,-107.056,48.401,-136.169
0.053,0.369,0.198,-93.323,43.945,-135.986
0.084,0.287,0.120,-81.726,34.058,-131.653
0.182,0.266,0.257,-77.515,18.066,-126.892
0.252,0.299,0.266,-96.191,12.634,-121.277
0.344,0.341,0.181,-101.074,16.724,-116.150
0.464,0.336,0.084,-97.412,21.790,-113.770
0.513,0.252,-0.010,-92.529,28.015,-112.915
0.527,0.157,-0.071,-80.505,36.194,-109.436
0.526,0.086,-0.059,-62.988,41.443,-100.586
0.550,0.093,-0.050,-47.302,44.067,-90.271
0.574,0.112,-0.009,-41.199,42.114,-81.970
0.614,0.104,0.044,-31.006,37.781,-76.599
0.631,0.106,0.111,-25.940,33.020,-73.486
0.684,0.124,0.152,-24.597,29.358,-71.838
0.756,0.169,0.157,-24.475,29.480,-71.289
0.823,0.205,0.151,-26.978,30.945,-70.007
0.865,0.218,0.119,-37.292,31.616,-69.519
0.911,0.209,0.046,-45.349,32.410,-67.749
0.959,0.198,-0.041,-39.673,33.264,-63.416
0.997,0.201,-0.089,-24.719,34.058,-56.885
1.071,0.204,-0.115,-1.099,34.180,-49.011
1.072,0.238,-0.098,9.888,36.804,-44.128
1.011,0.141,0.045,43.884,39.917,-40.039
0.926,0.086,0.028,89.600,51.147,-32.104
0.834,0.038,0.051,54.260,61.584,-27.832
0.733,-0.050,0.054,29.724,64.392,-25.879
0.679,-0.063,0.004,-0.793,64.148,-21.423
0.669,-0.001,-0.099,-18.494,58.838,-14.465
0.738,0.134,-0.213,-20.813,50.171,-8.240
0.748,0.201,-0.284,-6.470,39.978,-6.836
0.713,0.180,-0.316,11.414,30.273,-9.033
0.709,0.145,-0.329,22.278,21.240,-9.338
0.762,0.131,-0.370,29.602,6.653,-7.568
0.718,0.128,-0.421,25.696,-14.587,-5.981
0.569,0.001,-0.402,18.677,-45.044,-6.897
0.293,-0.189,-0.395,-5.676,-81.421,-7.935
0.130,-0.301,-0.468,-32.959,-116.943,-1.831
0.146,-0.279,-0.562,-38.757,-153.809,11.841
0.212,-0.225,-0.607,-31.067,-191.284,25.391
0.121,-0.240,-0.570,-14.709,-224.060,35.767
0.036,-0.236,-0.495,8.850,-249.268,44.312
-0.479,0.404,1.876,145.630,-141.357,-34.790
-0.468,0.448,1.774,138.672,-119.629,-41.870
-0.449,0.438,1.825,130.127,-112.427,-59.937
-0.383,0.353,1.821,125.061,-108.521,-79.407
-0.362,0.241,1.817,121.704,-104.797,-93.445
-0.323,0.099,1.888,115.845,-99.670,-97.778
-0.229,0.077,1.943,106.262,-92.041,-88.684
-0.155,0.030,1.920,96.985,-78.735,-78.491
-0.154,-0.044,1.912,87.280,-68.604,-69.519
-0.179,-0.089,1.841,70.435,-60.913,-58.289
-0.168,-0.090,1.740,49.683,-59.509,-46.204
-0.180,-0.099,1.643,28.442,-66.345,-37.292
-0.130,-0.119,1.607,9.705,-77.881,-31.128
-0.080,-0.110,1.547,-0.183,-84.656,-25.146
-0.053,-0.078,1.535,-5.188,-86.487,-20.874
-0.045,-0.061,1.509,-7.324,-83.374,-18.860
-0.092,-0.057,1.345,-10.010,-74.707,-18.677
-0.102,-0.101,1.161,-14.465,-70.557,-20.630
-0.137,-0.208,1.034,-7.996,-75.012,-20.081
-0.170,-0.082,1.284,-20.020,-75.012,-15.442
-0.225,-0.031,1.168,-24.902,-47.913,-17.090
-0.323,-0.061,1.041,-7.385,-27.954,-23.987
-0.325,-0.120,0.975,-6.165,-26.672,-27.527
-0.292,-0.073,0.969,-4.700,-35.828,-23.499
-0.258,-0.077,0.963,2.563,-44.983,-21.118
-0.209,-0.092,0.997,5.127,-51.758,-18.555
-0.177,-0.097,1.037,10.620,-55.908,-11.780
-0.209,-0.100,0.980,13.794,-59.143,-3.784
-0.202,-0.072,1.046,-3.967,-70.007,5.676
-0.219,-0.029,1.096,-13.855,-75.867,14.221
-0.261,0.088,1.108,-13.794,-70.190,14.709
-0.238,0.079,1.136,-22.522,-58.594,2.014
-0.220,0.042,1.124,-32.227,-47.668,-11.597
-0.212,0.018,1.092,-31.067,-41.443,-19.104
-0.219,-0.026,1.072,-26.917,-39.001,-22.461
-0.266,-0.032,1.097,-22.522,-38.025,-22.095
-0.375,-0.003,1.132,-19.897,-36.987,-20.203
-0.400,0.023,1.126,-15.930,-37.109,-22.949
-0.321,-0.024,1.277,-8.606,-41.138,-29.053
-0.347,-0.026,1.403,9.705,-39.185,-31.799
-0.299,-0.041,1.513,30.579,-25.391,-34.058
-0.304,-0.065,1.630,43.396,-4.272,-37.659
-0.258,-0.098,1.706,57.800,23.254,-43.152
-0.170,-0.123,1.856,72.266,55.420,-49.866
-0.121,-0.175,1.988,90.637,86.609,-54.871
-0.188,-0.208,2.125,116.089,114.502,-54.932
-0.283,-0.189,2.271,130.676,133.911,-49.866
-0.314,-0.180,2.528,122.498,144.226,-44.861
-0.313,-0.120,2.697,121.704,153.320,-36.560
-0.366,-0.045,2.814,108.948,164.551,-24.902
-0.451,-0.035,2.800,79.102,174.438,-11.230
-0.431,-0.052,2.696,44.983,183.228,-1.282
-0.443,-0.092,2.497,13.733,188.293,9.521
-0.532,-0.010,2.306,-11.780,191.589,21.362
-0.537,0.043,2.214,-25.085,199.646,30.518
-0.582,0.138,2.103,-14.465,218.445,32.715
-0.570,0.219,2.011,17.090,255.981,27.893
-0.607,0.344,1.907,41.687,300.293,15.076
-0.629,0.490,1.925,47.058,330.200,-3.174
-0.625,0.520,1.925,33.752,351.807,-24.902
-0.529,0.459,1.856,14.587,368.896,-44.128
-0.552,0.421,1.598,12.573,375.183,-50.781
-0.539,0.437,1.355,2.747,366.150,-46.692
-0.472,0.368,1.075,-1.038,341.614,-37.109
-0.478,0.313,0.861,-3.601,309.814,-23.499
-0.447,0.289,0.715,-17.517,281.433,-9.399
-0.409,0.354,0.632,-17.273,262.329,2.380
-0.461,0.408,0.521,-15.625,251.709,6.836
-0.445,0.430,0.426,-16.174,243.164,3.723
-0.355,0.411,0.307,-3.418,227.478,-3.418
-0.315,0.430,0.227,20.203,209.045,-9.827
-0.264,0.445,0.174,46.204,195.801,-19.165
-0.254,0.371,0.118,60.303,186.340,-37.170
-0.135,0.246,0.190,68.176,181.213,-53.040
-0.058,0.224,0.155,74.890,187.439,-59.204
-0.001,0.135,0.074,68.115,196.716,-64.819
0.094,-0.047,-0.074,59.326,198.730,-66.345
0.141,-0.154,-0.183,64.819,187.256,-58.228
0.192,-0.234,-0.212,71.289,167.053,-42.358
0.175,-0.352,-0.068,66.772,149.048,-21.301
0.224,-0.206,-0.198,49.683,140.930,2.686
0.284,-0.502,0.005,34.424,126.648,18.433
0.269,-0.524,0.046,27.710,122.559,49.316
0.361,-0.311,0.032,28.198,133.606,91.248
0.380,-0.199,-0.138,37.048,142.578,107.056
0.461,-0.188,-0.333,44.922,141.235,102.539
0.550,-0.300,-0.331,64.392,121.582,92.163
0.565,-0.233,-0.241,45.593,103.821,85.876
0.575,-0.179,-0.261,28.931,93.933,79.346
0.661,-0.044,-0.324,27.222,76.233,68.115
0.656,-0.228,-0.250,6.409,51.880,43.457
0.672,-0.349,-0.194,-1.587,30.273,23.682
0.705,-0.333,-0.105,4.578,17.151,27.527
0.682,-0.184,-0.056,1.892,9.705,30.640
0.688,-0.168,-0.047,3.723,2.991,18.677
0.666,-0.272,0.019,-1.038,-6.042,2.747
0.739,-0.257,0.123,-6.714,-11.169,-4.456
0.762,-0.250,0.123,-14.160,-6.287,-8.362
0.762,-0.283,0.037,-16.113,2.930,-13.184
0.784,-0.298,-0.001,-14.648,7.263,-14.160
0.803,-0.318,-0.021,-9.888,8.606,-12.756
0.810,-0.331,-0.026,-3.845,8.057,-10.498
0.795,-0.321,0.006,1.160,6.348,-6.897
0.747,-0.305,0.029,0.305,4.333,-4.456
0.729,-0.315,0.041,-6.287,-1.160,-1.831
0.756,-0.335,0.093,-9.399,-10.986,3.052
0.710,-0.301,0.086,-13.977,-22.278,10.376
0.671,-0.290,0.054,-18.127,-33.020,17.517
0.634,-0.270,0.030,-19.836,-44.067,23.193
0.646,-0.265,0.017,-17.883,-55.420,28.137
0.633,-0.233,0.090,-16.113,-61.035,33.386
0.584,-0.212,0.000,-13.672,-54.932,35.522
0.524,-0.204,-0.062,-15.503,-53.528,33.081
0.551,-0.228,-0.071,-16.663,-62.683,29.114
0.592,-0.263,-0.136,-17.883,-72.876,29.663
0.596,-0.281,-0.206,-22.217,-83.923,35.217
0.600,-0.290,-0.213,-21.973,-96.558,44.128
0.563,-0.281,-0.237,-16.113,-106.323,52.368
0.484,-0.267,-0.285,-8.789,-115.723,59.937
-0.822,0.378,1.279,98.206,-228.882,1.953
-0.789,0.421,1.442,106.812,-215.149,-12.024
-0.793,0.375,1.439,113.525,-205.200,-23.926
-0.813,0.430,1.552,97.839,-208.618,-31.616
-0.734,0.565,1.727,78.430,-215.149,-44.800
-0.676,0.644,1.871,74.036,-213.928,-74.036
-0.636,0.721,1.928,81.604,-205.261,-113.342
-0.542,0.530,1.927,93.506,-191.467,-165.894
-0.556,0.461,1.952,72.205,-174.866,-212.891
-0.533,0.266,1.841,50.476,-151.550,-247.620
-0.517,0.223,1.785,42.786,-133.362,-267.090
-0.503,-0.419,1.725,25.452,-124.756,-280.029
-0.497,-0.752,1.805,0.793,-118.652,-244.812
-0.429,-0.137,1.834,7.996,-107.605,-151.367
-0.469,-0.157,1.810,9.521,-96.130,-107.239
-0.454,-0.126,1.816,-2.625,-87.769,-87.158
-0.449,-0.052,1.904,-12.817,-80.261,-67.749
-0.431,-0.044,1.965,-26.611,-71.716,-58.167
-0.375,0.043,1.997,-36.743,-59.998,-51.453
-0.315,0.023,1.749,-54.626,-43.518,-54.749
-0.317,-0.028,1.584,-83.435,-41.931,-63.660
-0.280,-0.023,1.591,-98.206,-57.251,-69.031
-0.230,-0.094,1.490,-99.609,-65.918,-72.693
-0.255,-0.085,1.398,-106.323,-71.411,-75.745
-0.339,-0.169,1.420,-93.628,-82.703,-74.829
-0.301,-0.178,1.319,-77.087,-84.412,-67.505
-0.263,-0.078,1.341,-48.950,-80.566,-55.664
-0.350,-0.216,1.327,-17.700,-71.045,-52.917
-0.375,-0.077,1.269,3.662,-56.519,-41.748
-0.448,0.033,1.241,27.954,-47.729,-33.508
-0.464,0.120,1.272,34.668,-41.504,-27.100
-0.456,0.090,1.244,45.959,-36.743,-28.687
-0.427,0.096,1.250,47.119,-31.921,-31.006
-0.377,0.124,1.194,41.321,-28.320,-33.142
-0.346,0.118,1.126,39.429,-22.522,-35.400
-0.368,0.051,1.153,69.458,-24.841,-35.889
-0.381,0.087,1.265,91.125,-31.067,-30.212
-0.276,0.112,1.764,91.187,-26.550,-26.123
-0.430,0.312,1.848,41.931,18.433,-33.081
-0.477,0.344,1.851,31.982,63.416,-52.307
-0.539,0.429,2.005,62.744,77.942,-60.181
-0.511,0.529,2.272,72.571,87.585,-62.988
-0.536,0.616,2.442,63.599,103.271,-67.200
-0.543,0.602,2.428,52.002,120.239,-73.181
-0.595,0.680,2.450,25.269,134.888,-77.148
-0.595,0.716,2.434,-2.075,149.109,-79.895
-0.609,0.757,2.385,-15.930,168.030,-87.585
-0.635,0.771,2.288,-15.381,192.322,-100.464
-0.649,0.799,2.106,-7.385,218.201,-114.502
-0.654,0.775,1.895,5.005,242.798,-130.859
-0.638,0.711,1.765,11.353,260.986,-143.860
-0.607,0.731,1.746,14.587,276.123,-151.428
-0.598,0.734,1.707,15.442,290.894,-159.973
-0.540,0.666,1.609,13.977,304.932,-171.204
-0.458,0.564,1.458,2.380,311.096,-177.673
-0.518,0.482,1.381,-5.920,299.194,-175.293
-0.543,0.517,1.290,-17.639,285.583,-169.373
-0.522,0.531,1.212,-20.691,287.842,-169.373
-0.504,0.466,1.061,-11.536,300.354,-176.208
-0.478,0.396,0.790,-1.404,307.922,-182.861
-0.387,0.285,0.480,-5.310,307.068,-185.852
-0.324,0.144,0.304,-11.047,290.588,-184.326
-0.294,0.086,0.233,-17.212,263.916,-175.476
-0.223,0.095,0.286,-11.230,246.887,-168.579
-0.166,0.087,0.296,19.470,243.591,-170.837
-0.258,-0.009,0.248,46.875,246.216,-171.875
-0.215,0.036,0.312,22.400,250.305,-163.696
-0.196,0.031,0.300,-17.395,252.319,-152.039
-0.156,0.075,0.259,-1.770,241.272,-153.137
-0.000,-0.216,0.208,-6.714,218.628,-140.625
0.114,-0.389,0.075,9.338,184.570,-137.207
0.206,-0.463,-0.045,-4.150,158.386,-130.737
0.191,-0.451,-0.105,-2.319,139.282,-120.178
0.144,-0.413,-0.094,10.315,126.709,-111.633
0.136,-0.395,-0.072,22.522,116.150,-103.821
0.174,-0.436,-0.001,39.612,105.896,-98.755
0.178,-0.378,0.092,54.321,94.727,-100.159
0.215,-0.407,0.151,51.575,82.458,-97.717
0.231,-0.416,0.170,43.213,74.097,-91.003
0.263,-0.461,0.143,32.898,68.176,-84.290
0.333,-0.497,0.099,21.729,61.768,-77.515
0.391,-0.537,0.033,16.663,53.589,-70.190
0.392,-0.520,0.002,19.409,44.067,-60.120
0.394,-0.509,-0.001,22.888,34.851,-50.232
0.388,-0.511,0.017,28.076,25.330,-41.687
0.377,-0.497,0.042,32.654,14.587,-34.546
0.398,-0.489,0.132,39.734,5.798,-30.762
0.403,-0.485,0.221,47.729,3.601,-30.029
0.411,-0.468,0.312,47.058,5.005,-28.992
0.444,-0.479,0.340,37.598,7.874,-26.550
0.510,-0.541,0.312,25.513,8.667,-22.278
0.518,-0.567,0.201,13.672,7.385,-16.479
0.501,-0.546,0.114,7.324,6.165,-9.705
0.504,-0.544,0.053,2.747,1.221,-3.723
0.519,-0.527,0.059,1.099,-7.324,1.892
0.546,-0.540,0.102,5.554,-15.808,6.714
0.550,-0.548,0.137,10.315,-23.743,12.268
0.561,-0.537,0.196,9.033,-30.151,19.104
0.550,-0.508,0.264,5.493,-33.752,26.184
0.534,-0.481,0.318,4.333,-34.912,31.494
0.547,-0.480,0.354,1.038,-33.875,36.316
0.560,-0.462,0.353,-9.766,-30.884,37.659
0.558,-0.465,0.291,-18.799,-27.954,36.438
0.538,-0.461,0.200,-24.902,-27.832,37.476
0.533,-0.478,0.116,-31.128,-32.166,41.870
0.521,-0.451,0.048,-39.001,-39.612,49.805
0.485,-0.420,-0.017,-41.321,-47.485,57.251
0.437,-0.392,-0.086,-41.321,-57.495,63.965
0.398,-0.384,-0.171,-44.373,-71.350,72.021
0.341,-0.375,-0.241,-50.720,-90.820,82.336
0.284,-0.299,-0.192,-64.636,-113.892,96.069
0.261,-0.208,-0.077,-75.195,-132.507,106.689
0.199,-0.092,-0.020,-91.125,-142.639,112.244
0.168,-0.027,0.010,-104.492,-150.085,114.258
0.144,-0.006,-0.024,-113.770,-155.029,113.770
0.118,0.083,-0.007,-117.676,-157.898,111.267
0.076,0.051,-0.115,-109.924,-161.011,105.652
0.050,0.043,-0.225,-109.619,-169.800,105.591
0.007,0.034,-0.304,-113.647,-186.523,110.779
-0.957,0.731,1.154,19.592,-324.280,69.519
-1.047,0.772,1.389,22.766,-327.942,62.378
-1.032,0.773,1.669,27.222,-318.054,50.171
-0.993,0.778,1.884,52.856,-292.847,30.762
-0.991,0.690,2.043,76.965,-269.958,6.409
-0.921,0.555,2.225,77.515,-253.418,-13.794
-0.897,0.431,2.467,62.622,-243.042,-24.292
-0.854,0.350,2.545,58.044,-225.830,-29.053
-0.762,0.288,2.608,53.101,-205.322,-30.090
-0.697,0.292,2.638,31.860,-187.073,-28.320
-0.686,0.338,2.676,-1.160,-168.823,-26.001
-0.660,0.383,2.709,-21.179,-146.301,-26.306
-0.545,0.405,2.587,-23.987,-117.859,-31.006
-0.677,0.284,2.552,-15.625,-86.853,-43.640
-0.652,0.241,2.269,-27.222,-53.833,-49.866
-0.585,0.146,2.038,-34.729,-30.334,-50.842
-0.539,0.063,1.792,-40.100,-15.259,-52.551
-0.472,-0.033,1.577,-41.382,-6.409,-51.575
-0.452,-0.073,1.371,-40.710,-0.977,-46.326
-0.458,-0.063,1.198,-44.250,1.953,-37.842
-0.456,-0.002,1.082,-40.894,5.615,-31.555
-0.486,0.013,0.970,-32.349,9.399,-29.053
-0.512,0.022,0.862,-21.057,9.766,-26.855
-0.527,0.052,0.783,-17.456,7.446,-23.254
-0.515,0.056,0.733,-17.090,3.357,-20.813
-0.504,0.056,0.729,-10.132,-2.441,-18.921
-0.503,0.068,0.726,-4.700,-7.568,-14.832
-0.492,0.051,0.759,2.380,-12.024,-10.132
-0.447,0.038,0.831,11.230,-15.259,-6.714
-0.402,0.001,0.927,20.325,-16.846,-3.784
-0.424,-0.014,0.986,30.701,-16.602,-0.183
-0.445,-0.018,1.071,36.926,-16.235,4.150
-0.492,-0.001,1.172,38.818,-16.724,10.559
-0.536,0.056,1.285,37.231,-17.029,16.174
-0.547,0.078,1.397,31.311,-15.564,18.616
-0.537,0.073,1.499,22.949,-12.756,19.165
-0.521,0.052,1.558,14.893,-8.972,21.667
-0.510,0.013,1.597,8.606,-2.991,25.452
-0.502,-0.011,1.583,5.432,3.296,30.396
-0.496,-0.019,1.611,1.587,8.667,37.720
-0.501,-0.012,1.602,0.061,13.611,47.607
-0.541,0.014,1.623,0.000,17.700,58.228
-0.570,0.066,1.683,-2.502,21.851,70.129
-0.637,0.162,1.819,-6.714,28.442,79.407
-0.597,0.327,1.998,0.549,46.143,77.576
-0.617,0.367,2.098,23.132,80.017,62.805
-0.667,0.318,2.138,40.771,116.211,45.288
-0.696,0.258,2.154,41.626,143.555,37.048
-0.665,0.199,2.206,32.776,168.152,38.330
-0.652,0.173,2.265,24.536,198.425,44.434
-0.725,0.208,2.253,21.606,230.713,51.147
-0.824,0.308,2.315,22.217,262.817,54.932
-0.907,0.385,2.334,31.372,297.241,51.575
-0.959,0.450,2.410,29.114,329.956,42.542
-1.075,0.526,2.296,28.809,367.676,27.771
-1.187,0.606,2.101,39.185,407.654,6.775
-1.214,0.680,1.987,39.246,438.904,-18.372
-1.176,0.614,1.854,33.203,459.045,-43.518
-1.147,0.610,1.750,12.146,474.915,-57.312
-1.107,0.582,1.593,-10.559,494.019,-63.721
-1.138,0.633,1.396,-33.081,515.137,-72.449
-1.189,0.652,1.240,-56.946,529.236,-80.933
-1.164,0.490,1.000,-70.618,532.837,-87.280
-1.101,0.338,0.729,-90.149,523.132,-82.153
-1.075,0.334,0.389,-116.455,508.850,-70.801
-1.038,0.332,-0.008,-128.601,494.324,-72.693
-1.000,0.296,-0.337,-120.056,470.764,-85.876
-0.875,0.299,-0.558,-99.060,434.387,-97.229
-0.719,0.269,-0.652,-79.163,393.494,-111.938
-0.525,0.197,-0.695,-55.664,356.934,-123.108
-0.329,0.105,-0.599,-33.020,329.590,-129.333
-0.155,0.020,-0.616,-8.240,306.824,-130.676
